TimesH,Frame,NoMissing,3,3,4,4,9,9,11,11,14,14,15,15,21,21,27,27,28,28,32,32,36,36,43,43,44,44,46,46,47,47,49,49,50,50,51,51,55,55,57,57,58,58,63,63,65,65,67,67,71,71,74,74,75,75,87,87,124,124,127,127,130,130,133,133,134,134,143,143,153,153,154,154,159,159,160,160,163,163,166,166,171,171,175,175,180,180,182,182,185,185,195,195,203,203,205,205,207,207,209,209,211,211,212,212,214,214,216,216,217,217,218,218,220,220,221,221,226,226,231,231,233,233,234,234,236,236,325,325,330,330,332,332,335,335,340,340,343,343,345,345,475,475,477,477,545,545,593,593,621,621,843,843,862,862,881,881,1037,1037,1174,1174,1186,1186
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
456.25,1825.0,,48.053999999999995,155.961,133.207,158.115,216.885,161.435,103.443,161.829,74.081,161.72899999999998,230.922,149.203,270.685,149.355,188.94,156.642,67.07600000000001,153.636,192.325,171.832,242.905,175.173,202.18599999999998,183.22,105.95700000000001,180.78099999999998,193.30900000000003,164.675,40.8,166.33900000000003,177.947,165.15200000000002,202.268,164.553,246.951,167.268,20.744,169.671,266.691,166.803,211.28099999999998,172.16099999999997,45.931999999999995,190.85299999999998,24.853,189.537,217.632,195.02700000000002,234.21900000000002,191.606,184.43099999999998,197.31,201.528,197.713,221.785,187.15900000000002,102.291,96.04899999999999,246.94799999999998,102.022,90.227,102.285,194.91099999999997,101.77799999999999,223.31799999999998,85.87299999999999,115.92,88.863,131.825,113.07799999999999,233.58599999999998,113.6,85.64200000000001,119.399,93.36,112.736,190.736,119.50299999999999,205.40599999999998,100.631,108.227,106.48,249.93599999999998,107.406,72.354,126.811,104.927,127.851,60.528999999999996,131.017,211.39700000000002,128.049,61.034,123.72399999999999,202.767,125.604,132.87,124.81700000000001,235.03400000000002,121.72399999999999,231.989,140.387,274.322,141.496,126.086,149.162,195.90099999999998,142.252,151.97,151.4,214.86,142.685,73.53,147.738,290.551,146.744,72.938,137.06799999999998,283.211,135.887,67.672,139.38,241.02900000000002,138.461,262.619,140.954,224.96400000000003,79.62899999999999,132.9,87.794,209.678,82.118,199.275,85.926,118.59899999999999,72.893,94.945,74.07,211.10299999999998,74.76899999999999,235.78900000000002,131.282,230.52,175.395,221.75799999999998,113.425,99.493,151.498,120.87200000000001,62.141999999999996,183.332,136.815,243.142,146.735,84.507,159.415,229.929,106.59899999999999,104.794,120.795,139.092,118.291
456.5,1826.0,,47.982,156.06799999999998,133.151,158.274,216.88400000000001,161.47799999999998,103.382,161.76,74.07600000000001,161.727,230.766,149.235,270.705,149.333,188.959,156.632,67.05,153.65,192.29,171.831,242.949,175.178,202.172,183.229,105.975,180.74400000000003,193.273,164.773,40.744,166.41400000000002,178.05700000000002,165.106,202.25799999999998,164.735,246.965,167.268,20.723000000000003,169.66,266.621,167.115,211.27599999999998,172.185,45.946999999999996,190.77,24.86,189.583,217.638,194.968,234.08700000000002,191.514,184.398,197.172,201.53900000000002,197.7,221.726,187.172,102.285,96.01899999999999,246.924,102.008,90.161,102.28299999999999,194.892,101.77600000000001,223.327,85.912,115.882,88.869,131.80100000000002,113.06200000000001,233.52599999999998,113.61200000000001,85.664,119.40299999999999,93.339,112.76,190.68099999999998,119.43799999999999,205.69099999999997,100.397,108.27600000000001,106.443,249.96099999999998,107.37200000000001,72.495,126.96700000000001,104.959,127.818,60.461000000000006,131.096,211.416,128.035,61.043,123.70299999999999,202.792,125.62899999999999,132.815,124.885,235.046,121.71600000000001,231.97299999999998,140.392,274.327,141.526,126.117,149.142,195.86,142.31799999999998,151.952,151.38,214.822,142.721,73.52199999999999,147.796,290.652,146.751,72.865,137.059,283.214,135.881,67.72399999999999,139.327,240.96400000000003,138.525,262.664,140.94899999999998,225.015,79.773,132.828,87.762,209.68400000000003,82.08200000000001,199.25599999999997,85.95,118.55,72.76,94.96799999999999,74.055,211.143,74.75399999999999,235.78799999999998,131.275,230.549,175.34099999999998,221.763,113.478,99.514,151.535,120.931,62.156000000000006,183.343,136.767,243.2,146.768,84.535,159.386,229.90200000000002,106.65700000000001,104.963,120.865,139.109,118.3
456.75,1827.0,,47.943999999999996,156.086,133.145,158.373,216.91,161.435,103.404,161.458,74.185,161.733,230.76,149.218,270.218,149.407,188.894,156.534,67.021,153.659,192.265,171.832,242.99900000000002,175.183,202.149,183.265,106.029,180.71900000000002,193.265,164.86900000000003,40.708,166.454,177.99599999999998,165.19799999999998,202.22099999999998,164.77700000000002,246.99,167.24599999999998,20.896,169.588,266.68,167.07299999999998,211.295,172.213,45.907,190.747,24.83,189.562,217.627,194.972,234.055,191.69799999999998,184.442,197.295,201.6,197.792,221.90400000000002,187.291,102.242,96.01700000000001,246.894,102.13,90.11399999999999,102.281,194.93,101.70700000000001,223.351,85.91799999999999,115.82,88.934,131.753,113.081,233.63400000000001,113.495,85.691,119.46,93.396,112.773,190.655,119.38799999999999,205.833,100.344,108.26,106.447,249.983,107.37899999999999,72.529,127.18700000000001,104.943,127.852,60.448,131.134,211.437,128.048,61.005,123.65100000000001,202.75599999999997,125.587,132.79,124.855,235.048,121.76899999999999,231.959,140.389,274.335,141.507,126.01899999999999,149.097,195.84799999999998,142.274,151.866,151.457,214.793,142.759,73.561,147.846,290.694,146.796,72.881,137.079,283.245,135.91,67.867,139.246,240.972,138.477,262.618,140.908,225.083,79.623,132.84799999999998,87.78299999999999,209.734,82.064,199.299,85.943,118.51100000000001,72.528,95.0,74.072,211.15200000000002,74.747,235.783,131.259,230.505,175.615,221.641,113.501,99.484,151.482,121.096,62.153999999999996,183.295,136.77700000000002,243.205,146.767,84.62799999999999,159.261,229.982,106.67299999999999,104.92299999999999,120.98100000000001,139.1,118.255
457.0,1828.0,,47.903999999999996,156.089,133.116,158.376,216.886,161.45600000000002,103.473,161.36,74.181,161.737,231.02900000000002,149.17700000000002,270.171,149.276,189.101,156.407,66.977,153.654,192.292,171.804,242.96,175.176,202.132,183.25799999999998,106.05799999999999,180.692,193.335,164.84400000000002,40.75,166.43599999999998,178.005,165.207,202.25599999999997,164.847,246.99400000000003,167.263,20.91,169.65599999999998,266.659,167.051,211.248,172.125,45.825,190.817,24.82,189.62900000000002,217.65,195.00400000000002,234.287,191.81,184.389,197.22799999999998,201.655,197.808,221.892,187.273,102.26,95.977,246.87900000000002,102.124,90.1,102.26299999999999,194.963,101.68700000000001,223.37099999999998,86.04299999999999,115.795,88.88,131.724,113.038,233.687,113.46,85.64,119.398,93.51,112.931,190.64,119.417,205.92,100.257,108.33,106.491,249.947,107.396,72.567,127.243,104.984,127.836,60.346000000000004,131.209,211.44799999999998,128.026,60.96,123.639,202.835,125.59200000000001,132.76,124.781,235.05900000000003,121.78200000000001,232.00900000000001,140.38299999999998,274.33299999999997,141.499,126.068,149.238,195.855,142.268,151.96200000000002,151.733,214.755,142.76,73.383,147.77100000000002,290.751,146.773,72.852,137.16899999999998,283.24,135.921,67.988,139.291,241.00799999999998,138.488,262.603,140.942,225.06400000000002,79.785,132.871,87.72200000000001,209.733,82.04299999999999,199.27,85.949,118.665,72.891,95.03200000000001,74.108,211.139,74.749,235.77,131.278,230.611,175.41299999999998,221.56599999999997,113.48700000000001,99.47200000000001,151.513,121.074,62.211000000000006,183.278,136.781,243.195,146.768,84.603,159.126,230.00400000000002,106.712,104.93700000000001,121.065,139.06799999999998,118.287
457.25,1829.0,,47.905,156.047,133.124,158.35299999999998,216.82299999999998,161.468,103.456,161.07,74.149,161.769,231.067,149.218,270.062,149.194,189.12599999999998,156.35399999999998,67.012,153.70600000000002,192.34,171.77,242.947,175.17700000000002,202.114,183.274,106.101,180.68400000000003,193.34599999999998,164.763,40.955999999999996,166.562,178.05700000000002,165.204,202.305,164.96900000000002,247.005,167.274,20.824,169.62400000000002,266.656,167.06900000000002,211.291,172.146,45.736999999999995,190.774,24.785,189.607,217.632,194.97099999999998,234.447,191.748,184.34799999999998,197.19099999999997,201.638,197.86,221.894,187.28599999999997,102.294,96.014,246.89,102.181,90.056,102.309,194.905,101.695,223.36,86.05799999999999,115.75399999999999,88.95700000000001,131.815,113.126,233.729,113.565,85.744,119.45700000000001,93.54700000000001,112.95200000000001,190.643,119.339,205.989,100.17399999999999,108.32,106.469,249.96900000000002,107.421,72.477,127.15899999999999,104.895,127.802,60.328,131.188,211.46400000000003,128.053,60.935,123.618,202.795,125.583,132.69299999999998,124.823,235.065,121.807,232.02700000000002,140.37,274.312,141.491,126.088,149.249,195.894,142.259,151.921,151.671,214.717,142.702,73.406,147.796,290.814,146.89,72.817,137.174,283.249,135.954,67.919,139.276,241.002,138.46200000000002,262.55400000000003,140.945,225.00900000000001,79.626,132.873,87.74700000000001,209.74599999999998,82.00299999999999,199.30200000000002,85.934,118.59700000000001,72.821,95.089,74.082,211.205,74.798,235.799,131.283,230.658,175.34099999999998,221.503,113.485,99.478,151.486,121.024,62.255,183.27700000000002,136.747,243.208,146.804,84.625,159.102,229.967,106.624,104.99799999999999,121.102,139.09,118.304
457.5,1830.0,,47.853,155.97299999999998,133.097,158.289,216.701,161.493,103.355,161.049,74.13600000000001,161.76,231.142,149.188,270.018,149.216,189.11900000000003,156.312,67.068,153.689,192.361,171.768,242.945,175.201,202.12,183.278,106.08,180.78,193.34099999999998,164.717,40.717,166.356,178.04,165.291,202.29,165.00099999999998,246.967,167.27200000000002,20.803,169.61700000000002,266.7,167.176,211.332,172.123,45.706,190.729,24.774,189.55900000000003,217.59099999999998,194.96900000000002,234.59,191.821,184.362,197.14,201.667,197.882,221.852,187.332,102.329,95.975,246.94,102.256,90.064,102.33200000000001,194.877,101.779,223.391,86.13600000000001,115.79299999999999,88.96600000000001,131.77200000000002,113.12100000000001,233.72400000000002,113.62899999999999,85.76799999999999,119.506,93.546,113.051,190.60299999999998,119.37100000000001,206.12900000000002,100.09299999999999,108.396,106.45100000000001,249.977,107.43700000000001,72.39399999999999,127.007,104.891,127.839,60.218,131.262,211.486,128.05,60.907,123.62799999999999,202.81599999999997,125.56200000000001,132.69899999999998,124.926,235.047,121.821,232.07,140.35299999999998,274.309,141.47899999999998,126.072,149.255,195.95,142.24200000000002,152.004,151.792,214.695,142.67600000000002,73.39399999999999,147.753,290.802,146.806,72.65100000000001,137.214,283.246,135.974,67.994,139.33,240.96200000000002,138.497,262.535,140.97799999999998,225.051,79.908,132.827,87.729,209.699,81.977,199.315,85.95,118.544,72.807,95.06200000000001,74.043,211.22299999999998,74.82600000000001,235.815,131.27100000000002,230.69299999999998,175.389,221.484,113.436,99.494,151.471,121.04299999999999,62.308,183.28099999999998,136.74,243.173,146.73,84.648,159.069,229.99,106.575,105.01899999999999,121.037,139.114,118.30799999999999
457.75,1831.0,,47.958,155.964,133.07299999999998,158.259,216.665,161.438,103.431,161.417,74.024,161.77,231.325,149.127,270.022,149.211,189.21200000000002,156.327,67.111,153.675,192.33,171.801,242.919,175.21200000000002,202.111,183.27700000000002,106.116,180.805,193.35299999999998,164.77,40.691,166.30900000000003,177.965,165.41299999999998,202.298,164.97799999999998,247.005,167.262,20.831999999999997,169.62099999999998,266.805,167.145,211.342,172.17,45.785,190.646,24.795,189.578,217.58,194.91400000000002,234.53799999999998,191.872,184.278,197.021,201.65200000000002,197.783,221.885,187.28799999999998,102.31299999999999,95.969,247.051,102.243,90.051,102.339,194.83599999999998,101.774,223.362,86.074,115.801,88.949,131.822,113.162,233.74900000000002,113.665,85.762,119.515,93.625,113.105,190.66,119.50200000000001,206.262,99.97,108.38,106.39,249.97400000000002,107.47200000000001,72.495,127.18,104.85,127.87200000000001,60.198,131.291,211.479,128.055,60.946999999999996,123.639,202.851,125.60600000000001,132.674,124.92299999999999,235.03799999999998,121.794,232.054,140.37,274.212,141.459,125.98100000000001,149.207,195.937,142.247,151.891,151.685,214.75900000000001,142.66,73.332,147.757,290.853,146.85399999999998,72.626,137.24200000000002,283.189,135.966,67.846,139.282,240.99,138.458,262.578,140.911,225.125,80.236,132.82399999999998,87.734,209.68900000000002,81.98899999999999,199.419,85.93,118.525,72.86399999999999,95.04799999999999,74.025,211.226,74.858,235.81900000000002,131.27200000000002,230.641,175.392,221.483,113.45700000000001,99.554,151.596,121.119,62.352,183.285,136.704,243.123,146.725,84.639,159.143,229.993,106.554,105.085,120.994,139.111,118.294
458.0,1832.0,,47.93,155.942,133.114,158.275,216.64700000000002,161.48,103.492,161.961,73.96600000000001,161.80200000000002,231.81400000000002,149.09799999999998,269.961,149.084,189.21599999999998,156.37,67.128,153.621,192.298,171.852,242.891,175.168,202.09,183.33,106.085,180.77200000000002,193.361,164.827,40.811,166.295,178.08599999999998,165.391,202.296,165.018,247.014,167.22299999999998,20.881,169.61599999999999,266.686,167.15099999999998,211.372,172.178,45.846000000000004,190.55700000000002,24.815,189.567,217.59799999999998,194.959,234.588,191.88099999999997,184.257,196.933,201.639,197.794,221.892,187.16400000000002,102.314,95.97200000000001,247.09,102.257,90.029,102.34100000000001,194.854,101.82,223.4,86.096,115.744,88.92299999999999,131.78,113.15899999999999,233.835,113.678,85.811,119.665,93.535,113.09299999999999,190.688,119.445,206.378,99.89399999999999,108.45100000000001,106.402,249.981,107.484,72.744,127.619,104.927,127.84,60.24,131.311,211.477,128.096,60.968,123.631,202.843,125.602,132.656,124.962,235.06,121.81299999999999,232.072,140.378,274.223,141.351,125.948,149.25799999999998,195.851,142.24,151.933,151.85399999999998,214.78599999999997,142.697,73.375,147.645,290.796,146.915,72.69,137.076,283.20099999999996,135.959,67.657,139.159,241.06400000000002,138.452,262.639,140.887,225.188,80.184,132.793,87.749,209.702,81.984,199.435,85.90100000000001,118.51799999999999,72.817,95.05799999999999,73.997,211.231,74.859,235.829,131.281,230.593,175.293,221.433,113.456,99.62299999999999,151.72899999999998,120.936,62.166000000000004,183.305,136.697,243.115,146.717,84.585,159.218,229.993,106.514,105.145,121.02,139.08700000000002,118.266
458.25,1833.0,,47.92,156.004,133.118,158.274,216.674,161.50799999999998,103.56700000000001,162.24200000000002,73.889,161.77700000000002,232.076,149.046,269.961,149.02,189.22400000000002,156.31,67.13,153.632,192.29,171.81799999999998,242.88099999999997,175.257,202.055,183.359,106.06299999999999,180.778,193.245,164.808,40.755,166.27200000000002,178.25599999999997,165.285,202.261,165.095,246.987,167.262,20.875,169.59599999999998,266.832,167.172,211.378,172.135,45.953,190.49099999999999,24.808000000000003,189.53400000000002,217.52700000000002,195.025,234.637,191.984,184.253,196.88299999999998,201.707,197.767,221.74200000000002,187.142,102.34899999999999,95.915,247.078,102.152,90.009,102.405,194.90099999999998,101.749,223.375,86.068,115.68799999999999,88.96,131.735,113.20700000000001,233.863,113.719,85.876,119.63600000000001,93.631,113.221,190.678,119.323,206.433,99.86200000000001,108.441,106.39,249.96400000000003,107.49,72.811,127.719,104.932,127.846,60.361999999999995,131.097,211.49099999999999,128.109,60.934,123.596,202.857,125.58,132.579,125.01700000000001,235.136,121.821,232.108,140.41299999999998,274.242,141.308,125.97399999999999,149.287,195.888,142.261,151.868,151.812,214.774,142.72799999999998,73.29,147.629,290.733,146.89700000000002,72.719,137.082,283.2,135.938,67.622,139.23,241.012,138.44,262.67900000000003,140.961,225.226,80.317,132.822,87.74600000000001,209.642,81.97399999999999,199.43099999999998,85.915,118.603,72.814,95.10700000000001,74.01,211.248,74.87899999999999,235.83,131.305,230.632,175.195,221.365,113.477,99.656,151.726,120.95700000000001,62.148,183.296,136.72,243.093,146.662,84.51,159.192,229.96900000000002,106.43299999999999,105.16799999999999,121.054,139.05,118.33
458.5,1834.0,,47.833,155.983,133.101,158.30700000000002,216.683,161.463,103.45100000000001,161.469,73.878,161.79,231.549,149.049,270.026,149.026,189.347,156.343,67.084,153.671,192.287,171.824,242.892,175.243,202.05200000000002,183.41299999999998,106.052,180.71900000000002,193.264,164.873,40.738,166.25,178.45,165.176,202.27700000000002,165.179,246.995,167.27200000000002,20.801,169.65400000000002,266.756,167.171,211.396,172.171,46.062,190.479,24.804000000000002,189.646,217.546,194.981,234.355,192.051,184.33700000000002,196.885,201.687,197.804,221.84400000000002,187.15599999999998,102.296,95.83,247.112,102.085,90.008,102.381,194.899,101.57700000000001,223.358,86.037,115.76899999999999,88.891,131.762,113.176,233.92700000000002,113.675,85.971,119.69,93.663,113.23899999999999,190.768,119.33,206.48,99.765,108.447,106.38799999999999,250.013,107.51700000000001,72.778,127.64299999999999,104.851,127.833,60.39,131.113,211.51,128.129,61.01,123.665,202.895,125.523,132.62,124.944,235.15599999999998,121.837,232.12099999999998,140.421,274.217,141.305,125.93799999999999,149.208,195.947,142.252,151.862,151.866,214.84799999999998,142.743,73.294,147.62,290.80400000000003,146.922,72.715,137.1,283.185,135.894,67.663,139.232,241.046,138.47,262.70599999999996,140.961,225.30900000000003,80.363,132.865,87.66,209.63099999999997,82.008,199.493,85.868,118.48299999999999,72.683,95.119,74.058,211.24099999999999,74.855,235.84099999999998,131.305,230.61599999999999,175.243,221.34599999999998,113.48200000000001,99.62200000000001,151.72299999999998,120.803,62.033,183.31099999999998,136.752,243.115,146.622,84.508,159.132,229.933,106.34,105.085,121.068,139.014,118.365
458.75,1835.0,,47.806000000000004,156.17600000000002,133.141,158.35,216.63,161.532,103.484,161.501,73.8,161.774,231.64,149.095,270.1,149.076,189.24599999999998,156.394,67.092,153.64600000000002,192.237,171.787,242.83700000000002,175.197,202.088,183.428,106.065,180.828,193.291,164.88299999999998,40.738,166.16099999999997,178.43,165.11900000000003,202.321,165.282,246.99099999999999,167.329,20.804000000000002,169.66099999999997,266.82099999999997,167.106,211.43599999999998,172.18400000000003,46.095,190.56799999999998,24.809,189.666,217.55900000000003,195.016,234.25,192.078,184.34799999999998,196.90200000000002,201.683,197.829,221.68,187.23,102.33200000000001,95.81299999999999,247.23,102.046,90.023,102.346,194.949,101.583,223.33900000000003,86.05,115.75299999999999,88.905,131.762,113.182,233.878,113.777,86.01299999999999,119.67299999999999,93.713,113.249,190.83700000000002,119.39299999999999,206.52599999999998,99.76100000000001,108.488,106.39,250.042,107.54299999999999,72.855,127.809,104.959,127.891,60.363,131.218,211.459,128.172,60.966,123.742,202.84,125.48,132.625,124.95100000000001,235.14700000000002,121.87200000000001,232.15400000000002,140.459,274.20099999999996,141.291,125.867,149.174,195.90900000000002,142.234,151.813,151.77,214.787,142.689,73.42,147.597,290.905,146.983,72.7,137.084,283.177,135.86700000000002,67.675,139.174,241.106,138.485,262.786,140.975,225.36900000000003,80.393,132.839,87.62100000000001,209.658,82.036,199.475,85.822,118.45,72.528,95.102,74.084,211.227,74.833,235.825,131.29,230.615,175.088,221.328,113.44200000000001,99.56299999999999,151.634,120.539,62.0,183.27200000000002,136.782,243.075,146.596,84.51799999999999,159.17,229.93400000000003,106.397,105.1,120.988,138.994,118.39
459.0,1836.0,,47.86,156.036,133.205,158.29399999999998,216.68099999999998,161.555,103.54799999999999,161.408,73.748,161.738,231.767,149.097,270.125,149.013,189.25799999999998,156.364,67.04,153.685,192.22,171.84799999999998,242.83,175.238,202.145,183.385,106.086,180.86700000000002,193.293,164.852,40.788000000000004,166.225,178.354,165.123,202.398,165.329,246.956,167.33599999999998,20.875999999999998,169.701,266.73400000000004,167.09400000000002,211.457,172.21400000000003,46.161,190.59599999999998,24.793000000000003,189.704,217.576,195.062,234.435,192.11900000000003,184.351,197.01,201.66299999999998,197.767,221.84400000000002,187.347,102.318,95.815,247.505,102.00200000000001,90.01700000000001,102.31200000000001,194.93400000000003,101.665,223.338,86.098,115.786,88.834,131.754,113.21600000000001,234.00400000000002,113.866,85.904,119.521,93.556,113.103,190.87400000000002,119.31200000000001,206.615,99.743,108.48700000000001,106.40700000000001,250.03799999999998,107.559,72.876,127.866,104.946,127.92299999999999,60.45399999999999,131.16299999999998,211.428,128.16899999999998,60.955,123.74,202.80900000000003,125.44,132.58,124.88799999999999,235.15200000000002,121.911,232.19099999999997,140.435,274.187,141.225,125.79700000000001,149.11,195.958,142.273,151.829,151.744,214.801,142.72299999999998,73.419,147.649,290.814,146.975,72.634,137.15200000000002,283.139,135.828,67.71,139.181,241.125,138.44299999999998,262.72900000000004,140.91,225.33599999999998,80.377,132.77700000000002,87.649,209.643,82.00299999999999,199.446,85.87,118.527,72.631,95.056,73.999,211.262,74.858,235.80700000000002,131.27100000000002,230.622,175.13,221.37400000000002,113.507,99.54,151.635,120.86200000000001,61.997,183.222,136.775,243.17,146.666,84.425,159.417,229.93200000000002,106.49,105.116,121.065,139.029,118.348
459.25,1837.0,,47.86,156.023,133.123,158.30200000000002,216.62400000000002,161.526,103.436,160.924,73.812,161.696,231.80900000000003,149.106,270.131,148.94899999999998,189.424,156.344,67.055,153.675,192.195,171.9,242.838,175.209,202.16,183.389,106.069,180.94,193.282,164.78799999999998,40.983999999999995,166.467,178.421,165.03400000000002,202.41400000000002,165.317,246.93099999999998,167.33700000000002,20.979,169.69,266.58299999999997,167.055,211.514,172.30700000000002,46.185,190.59599999999998,24.814,189.701,217.507,195.08700000000002,234.56799999999998,192.11599999999999,184.31400000000002,197.005,201.604,197.74599999999998,221.892,187.312,102.288,95.749,247.546,102.036,90.009,102.31200000000001,194.942,101.685,223.35299999999998,86.04,115.898,88.81200000000001,131.80200000000002,113.225,234.21099999999998,113.785,85.941,119.544,93.63600000000001,113.162,190.87900000000002,119.25299999999999,206.638,99.725,108.495,106.412,250.032,107.57700000000001,72.876,127.772,104.973,128.023,60.42100000000001,131.154,211.50599999999997,128.19,60.913999999999994,123.816,202.81799999999998,125.475,132.543,124.87899999999999,235.15400000000002,121.912,232.18400000000003,140.418,274.231,141.30100000000002,125.85,149.099,195.896,142.262,151.841,151.721,214.667,142.80200000000002,73.464,147.62,290.755,146.944,72.601,137.159,283.08299999999997,135.78799999999998,67.586,139.184,241.071,138.43,262.687,140.89700000000002,225.33,80.479,132.819,87.62,209.657,82.03399999999999,199.525,85.82,118.661,72.627,95.07799999999999,74.06,211.28099999999998,74.889,235.81799999999998,131.282,230.59900000000002,175.114,221.389,113.48299999999999,99.527,151.715,120.921,62.076,183.248,136.734,243.138,146.66,84.459,159.398,230.0,106.446,105.15,121.10799999999999,139.014,118.397
459.5,1838.0,,47.88399999999999,156.02200000000002,133.14600000000002,158.332,216.674,161.5,103.318,161.17600000000002,73.824,161.673,231.845,149.1,270.085,148.914,189.497,156.336,67.055,153.664,192.183,171.918,242.903,175.21200000000002,202.19400000000002,183.364,106.04799999999999,180.886,193.382,164.981,40.902,166.355,178.59,164.96,202.419,165.373,246.917,167.33,20.906,169.653,266.57,167.017,211.55700000000002,172.35,46.122,190.477,24.8,189.683,217.46400000000003,195.158,234.59,192.109,184.295,196.97400000000002,201.518,197.68400000000003,222.03400000000002,187.325,102.286,95.67,247.50799999999998,102.00299999999999,89.936,102.374,194.96099999999998,101.64299999999999,223.378,86.115,115.93700000000001,88.779,131.89,113.214,234.18599999999998,113.82600000000001,85.98700000000001,119.723,93.554,113.09299999999999,190.885,119.251,206.75099999999998,99.65100000000001,108.471,106.34899999999999,250.03099999999998,107.58200000000001,72.975,127.92200000000001,104.954,127.95200000000001,60.56100000000001,130.995,211.518,128.159,60.983999999999995,123.804,202.84,125.51299999999999,132.47799999999998,124.931,235.145,121.89,232.192,140.437,274.149,141.326,125.86399999999999,149.15,195.88400000000001,142.27200000000002,151.898,151.7,214.672,142.784,73.396,147.643,290.723,146.963,72.62100000000001,137.188,283.10400000000004,135.77100000000002,67.543,139.197,241.041,138.42600000000002,262.661,140.861,225.315,80.473,132.852,87.64299999999999,209.69799999999998,82.02,199.48,85.859,118.816,72.54,95.08200000000001,74.056,211.28799999999998,74.906,235.83900000000003,131.268,230.62599999999998,175.025,221.435,113.51299999999999,99.51899999999999,151.696,120.90299999999999,61.997,183.293,136.716,243.18400000000003,146.694,84.455,159.517,229.93400000000003,106.439,105.197,121.005,139.032,118.398
459.75,1839.0,,47.917,156.019,133.26,158.37,216.695,161.537,103.197,161.60299999999998,73.806,161.667,231.88400000000001,149.116,270.127,148.82399999999998,189.495,156.342,67.043,153.67,192.183,171.958,242.918,175.18599999999998,202.19,183.33900000000003,106.06,180.815,193.303,165.023,40.93,166.375,178.511,165.145,202.36,166.708,246.87599999999998,167.308,20.886999999999997,169.65599999999998,266.474,167.14,211.542,172.282,46.161,190.521,24.794,189.65900000000002,217.476,195.113,234.71,191.981,184.36700000000002,197.02,201.608,197.77599999999998,222.278,187.41299999999998,102.31,95.73200000000001,247.293,102.016,89.9,102.4,195.007,101.56700000000001,223.385,86.182,115.90899999999999,88.84700000000001,131.889,113.229,234.21200000000002,113.774,85.979,119.719,93.556,113.04700000000001,190.87400000000002,119.208,206.78900000000002,99.64399999999999,108.473,106.38600000000001,250.053,107.603,72.955,127.939,104.93700000000001,127.96,60.728,130.95,211.572,128.134,61.007,123.706,202.794,125.508,132.342,124.945,235.132,121.905,232.15900000000002,140.444,274.074,141.287,125.801,149.156,195.92,142.293,151.917,151.69799999999998,214.608,142.809,73.422,147.671,290.692,146.903,72.721,137.11700000000002,283.058,135.819,67.551,139.114,241.048,138.475,262.525,140.812,225.33599999999998,80.378,132.804,87.55,209.69400000000002,82.069,199.498,85.87200000000001,118.698,72.471,95.015,74.035,211.28799999999998,74.922,235.86599999999999,131.27,230.702,175.082,221.388,113.55,99.59200000000001,151.653,121.01100000000001,62.038999999999994,183.292,136.697,243.192,146.707,84.446,159.472,229.923,106.35799999999999,105.227,121.068,139.063,118.397
460.0,1840.0,,47.891999999999996,156.05200000000002,133.234,158.463,216.627,161.514,103.09700000000001,161.112,73.844,161.655,232.014,149.095,270.038,148.811,189.518,156.394,67.04,153.685,192.15200000000002,172.0,242.86900000000003,175.15099999999998,202.21099999999998,183.37,106.09100000000001,180.868,193.391,165.053,40.908,166.361,178.523,165.195,202.42,166.51,246.831,167.326,20.927,169.662,266.472,167.138,211.535,172.305,46.253,190.50900000000001,24.826,189.69299999999998,217.4,195.06900000000002,234.732,192.138,184.47400000000002,197.09799999999998,201.627,197.75599999999997,222.64,187.713,102.345,95.67,247.074,101.999,89.85600000000001,102.436,195.03900000000002,101.588,223.34900000000002,86.14399999999999,115.787,88.831,131.895,113.215,234.24400000000003,113.691,86.02799999999999,119.7,93.58200000000001,113.061,190.82299999999998,119.229,206.832,99.579,108.43799999999999,106.385,250.078,107.609,72.988,128.045,104.946,127.97200000000001,60.721000000000004,130.939,211.62,128.115,61.016999999999996,123.743,202.726,125.447,132.328,124.911,235.149,121.86399999999999,232.135,140.469,274.072,141.196,125.80799999999999,149.092,195.84900000000002,142.261,151.997,151.74,214.722,142.793,73.358,147.616,290.664,146.903,72.833,137.018,283.002,135.78,67.50399999999999,139.211,240.99599999999998,138.493,262.525,140.799,225.31599999999997,80.419,132.797,87.586,209.69799999999998,82.035,199.47299999999998,85.94,118.70200000000001,72.542,95.09299999999999,74.061,211.312,74.922,235.863,131.261,230.731,175.093,221.34,113.56200000000001,99.625,151.841,121.08,62.038999999999994,183.315,136.694,243.18599999999998,146.694,84.38600000000001,159.537,229.955,106.412,105.139,120.914,139.055,118.42
