TimesH,Frame,NoMissing,2,2,10,10,11,11,34,34,35,35,39,39,40,40,42,42,47,47,49,49,52,52,54,54,55,55,57,57,59,59,109,109,111,111,113,113,114,114,115,115,123,123,127,127,133,133,135,135,140,140,141,141,143,143,144,144,146,146,148,148,149,149,152,152,155,155,156,156,157,157,158,158,160,160,161,161,164,164,166,166,168,168,169,169,173,173,176,176,178,178,179,179,185,185,187,187,189,189,191,191,194,194,195,195,197,197,204,204,205,205,207,207,212,212,213,213,214,214,215,215,216,216,217,217,218,218,222,222,224,224,225,225,228,228,231,231,232,232,233,233,264,264,265,265,268,268,269,269,271,271,272,272,273,273,276,276,279,279,280,280,284,284,290,290,297,297,300,300,301,301,369,369,383,383,467,467,475,475,503,503,642,642,664,664,734,734
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
464.0,1856.0,,252.94099999999997,103.26700000000001,279.099,97.402,134.461,96.12899999999999,229.25599999999997,119.257,91.301,120.51700000000001,195.794,116.471,217.15400000000002,114.234,86.242,114.145,275.876,132.27200000000002,153.945,130.069,126.78,130.487,242.3,128.346,234.868,126.50299999999999,140.847,127.831,215.673,124.96,103.07799999999999,162.952,63.833999999999996,165.83599999999998,149.175,162.861,126.352,161.475,114.62799999999999,160.21,89.40899999999999,161.912,120.788,167.255,239.86599999999999,166.31799999999998,290.08299999999997,165.93900000000002,155.627,175.47299999999998,,,117.678,173.57,49.918,174.903,146.032,170.88400000000001,34.214,172.898,300.435,171.09599999999998,227.84,168.584,281.819,179.73,231.24200000000002,179.237,224.2,178.956,150.358,178.169,87.134,178.86700000000002,61.091,179.53400000000002,129.716,173.52,305.302,177.11900000000003,73.183,176.685,273.103,174.90400000000002,203.71099999999998,137.79,233.832,138.21,87.18,137.601,252.988,136.893,159.995,134.743,271.31,146.357,159.261,145.33700000000002,111.98899999999999,143.838,291.306,143.748,128.151,143.77200000000002,219.475,141.428,152.167,152.079,143.711,146.159,245.338,148.05,101.15,147.88299999999998,95.111,147.264,296.216,146.993,81.884,148.406,279.796,147.469,226.25900000000001,146.315,304.616,159.503,76.878,155.588,239.136,156.81799999999998,229.977,155.78,163.85299999999998,154.888,253.62099999999998,154.971,206.72,153.58,262.061,153.151,287.76599999999996,185.835,274.688,185.69099999999997,97.23,183.207,114.789,181.377,299.751,182.245,252.42,177.997,51.744,182.736,93.15700000000001,193.84400000000002,102.287,192.93900000000002,74.57,191.86900000000003,124.315,189.65900000000002,260.449,185.15599999999998,66.778,199.435,147.751,195.11599999999999,136.259,194.172,318.45799999999997,180.261,62.053000000000004,132.553,238.959,121.48,261.717,165.843,93.713,170.06900000000002,238.692,176.459,61.318999999999996,192.142,241.06599999999997,140.454
464.25,1857.0,,252.938,103.24700000000001,279.215,97.507,134.465,96.245,229.285,119.289,91.301,120.552,195.801,116.506,217.155,114.22399999999999,86.225,114.15899999999999,275.887,132.274,153.989,130.06,126.791,130.487,242.327,128.335,234.93400000000003,126.454,140.865,127.846,215.704,124.965,103.088,162.94799999999998,63.858999999999995,165.81900000000002,149.16299999999998,162.86700000000002,126.40100000000001,161.5,114.694,160.14700000000002,89.389,161.9,120.781,167.236,239.87400000000002,166.317,290.103,165.93900000000002,155.559,175.44,,,117.689,173.56099999999998,49.891000000000005,174.89700000000002,146.039,170.90400000000002,34.225,172.907,300.42900000000003,171.093,227.787,168.613,281.82099999999997,179.72400000000002,231.31599999999997,179.292,224.247,178.956,150.372,178.18200000000002,87.06,178.832,61.126999999999995,179.489,129.733,173.49599999999998,305.306,177.173,73.202,176.66099999999997,273.10200000000003,174.893,203.761,137.901,233.8,138.207,86.91799999999999,137.499,252.987,136.888,160.006,134.733,271.317,146.339,159.173,145.357,111.984,143.852,291.277,143.679,128.148,143.768,219.519,141.467,152.094,152.031,143.732,146.161,245.37599999999998,148.029,101.095,147.887,95.15100000000001,147.265,296.225,147.012,81.855,148.39700000000002,279.934,147.366,226.25400000000002,146.317,304.615,159.507,76.893,155.57,239.139,156.827,230.02,155.766,163.83,154.874,253.627,154.96,206.79,153.536,262.002,153.167,287.731,185.829,274.69599999999997,185.68200000000002,97.25399999999999,183.171,114.789,181.36900000000003,299.765,182.248,252.44,178.003,51.754,182.75,93.18299999999999,193.854,102.273,192.922,74.547,191.854,124.26799999999999,189.655,260.434,185.142,66.778,199.43099999999998,147.753,195.09599999999998,136.243,194.178,318.45,180.25,61.869,132.599,238.924,121.47399999999999,261.71,165.83900000000003,93.711,170.043,238.707,176.497,61.32,192.137,241.02900000000002,140.395
464.5,1858.0,,252.97099999999998,103.256,279.212,97.45100000000001,134.632,96.345,229.34900000000002,119.406,91.264,120.551,195.81900000000002,116.46,217.141,114.196,86.215,114.14399999999999,275.884,132.276,153.983,130.101,126.78299999999999,130.48,242.326,128.275,234.815,126.509,140.886,127.89200000000001,215.68400000000003,124.96700000000001,103.1,162.96,63.88,165.831,149.158,162.836,126.431,161.52100000000002,114.713,160.179,89.39,161.905,120.84100000000001,167.225,239.875,166.332,290.119,165.94,155.546,175.45,109.788,171.602,117.72200000000001,173.56400000000002,49.867,174.852,146.03,170.891,34.29,172.899,300.422,171.095,227.7,168.257,281.892,179.763,231.148,179.09900000000002,224.22,178.947,150.39,178.169,87.096,178.815,61.111000000000004,179.475,129.743,173.528,305.307,177.178,73.193,176.66299999999998,273.116,174.89700000000002,203.68,137.73,233.793,138.24200000000002,87.036,137.514,252.96900000000002,136.864,159.958,134.711,271.324,146.338,159.184,145.285,111.986,143.859,291.296,143.64600000000002,128.134,143.649,219.46599999999998,141.518,152.079,152.025,143.72,146.154,245.321,147.953,101.115,147.895,95.17,147.257,296.224,146.987,81.859,148.428,279.892,147.247,226.22299999999998,146.316,304.613,159.498,76.889,155.555,239.141,156.85299999999998,230.025,155.75799999999998,163.85299999999998,154.905,253.611,154.937,206.80599999999998,153.516,261.911,153.153,287.73,185.84,274.769,185.66099999999997,97.26,183.25900000000001,114.82,181.37,299.76599999999996,182.25,252.435,177.96,51.754,182.739,93.15799999999999,193.87099999999998,102.279,192.90099999999998,74.532,191.84599999999998,124.242,189.63400000000001,260.483,185.157,66.779,199.40400000000002,147.754,195.082,136.27,194.16400000000002,318.448,180.25599999999997,61.931999999999995,132.57399999999998,238.898,121.475,261.703,165.829,93.694,170.049,238.74599999999998,176.516,61.292,192.139,241.11900000000003,140.416
464.75,1859.0,,252.97,103.214,279.245,97.515,,,229.44799999999998,119.444,91.272,120.589,195.83900000000003,116.41799999999999,217.11900000000003,114.17,86.213,114.152,275.922,132.305,153.886,130.139,126.792,130.487,242.378,128.211,234.78900000000002,126.54899999999999,140.898,127.929,215.687,124.99799999999999,103.101,162.90200000000002,63.9,165.84799999999998,149.154,162.852,126.40899999999999,161.523,114.721,160.183,89.365,161.905,120.87299999999999,167.263,239.87,166.335,290.10200000000003,165.919,155.475,175.498,110.18799999999999,171.46200000000002,117.73899999999999,173.57299999999998,49.827,174.84099999999998,146.025,170.877,34.356,172.935,300.404,171.085,227.766,168.34799999999998,281.927,179.739,231.382,179.297,224.226,178.96200000000002,150.388,178.168,87.098,178.832,61.111000000000004,179.498,129.812,173.503,305.316,177.178,73.218,176.66299999999998,273.119,174.887,203.546,137.423,233.685,138.23,86.86,137.469,252.965,136.858,159.97799999999998,134.67600000000002,271.317,146.32,159.189,145.304,111.975,143.865,,,128.121,143.60299999999998,219.546,141.543,152.077,152.004,143.7,146.149,245.313,147.967,101.17200000000001,147.971,95.199,147.3,296.204,146.983,81.833,148.41299999999998,280.107,147.222,226.255,146.33100000000002,304.615,159.49200000000002,76.895,155.546,239.142,156.877,230.012,155.737,163.813,154.908,253.61,154.906,206.815,153.518,261.895,153.156,287.725,185.838,274.788,185.66400000000002,97.251,183.28900000000002,114.79,181.37900000000002,299.759,182.235,252.43200000000002,177.97099999999998,51.757,182.736,93.166,193.86700000000002,102.288,192.88299999999998,74.541,191.84,124.198,189.62900000000002,260.473,185.127,66.789,199.43099999999998,147.72299999999998,195.079,136.17600000000002,194.137,318.428,180.325,62.071000000000005,132.554,238.91099999999997,121.485,261.699,165.822,93.72399999999999,170.047,238.84900000000002,176.505,61.281000000000006,192.13099999999997,241.021,140.372
465.0,1860.0,,252.984,103.249,279.246,97.603,,,229.351,119.405,91.243,120.579,195.93,116.46600000000001,217.128,114.166,86.212,114.15,275.937,132.332,153.915,130.076,126.779,130.482,242.368,128.159,234.755,126.53200000000001,140.921,127.945,215.52599999999998,124.85600000000001,103.102,162.849,63.907,165.82299999999998,149.171,162.844,126.436,161.50799999999998,114.786,160.191,89.37200000000001,161.954,120.90700000000001,167.22099999999998,239.87,166.354,290.097,165.922,155.545,175.46900000000002,110.09200000000001,171.46099999999998,117.75399999999999,173.55200000000002,49.845,174.882,146.037,170.86599999999999,34.335,172.885,300.408,171.06900000000002,227.799,168.428,281.913,179.738,231.628,179.627,224.19299999999998,178.949,150.4,178.16,87.09700000000001,178.82,61.126999999999995,179.459,129.808,173.507,305.298,177.185,73.205,176.658,273.13,174.88299999999998,203.553,137.542,233.774,138.069,86.87899999999999,137.472,252.97400000000002,136.833,159.991,134.69,271.276,146.26,159.17,145.299,111.99,143.85399999999998,,,128.111,143.644,219.585,141.53,151.995,151.969,143.731,146.126,245.362,147.965,101.162,147.974,95.213,147.233,296.219,146.968,81.882,148.518,280.22700000000003,147.171,226.23,146.308,304.624,159.499,76.893,155.549,239.15400000000002,156.895,229.99200000000002,155.718,163.80200000000002,154.852,253.606,154.914,206.782,153.526,261.937,153.158,287.719,185.832,274.748,185.657,97.29,183.28900000000002,114.76700000000001,181.39,299.754,182.203,252.43599999999998,177.96200000000002,51.744,182.74400000000003,93.155,193.865,102.281,192.87400000000002,74.524,191.82299999999998,124.238,189.571,260.437,185.11599999999999,66.814,199.43200000000002,147.704,195.06599999999997,136.178,194.142,318.427,180.308,62.051,132.648,238.889,121.463,261.684,165.80599999999998,93.73299999999999,170.03900000000002,238.842,176.48,61.272,192.14,241.002,140.377
465.25,1861.0,,253.02,103.198,279.281,97.795,,,229.36900000000003,119.389,91.27799999999999,120.579,195.885,116.432,217.104,114.13,86.21,114.13,275.955,132.33,153.996,130.024,126.79700000000001,130.49200000000002,242.35299999999998,128.142,234.794,126.579,140.908,127.90899999999999,215.622,124.934,103.086,162.845,63.93899999999999,165.831,149.17700000000002,162.864,126.44,161.488,114.63600000000001,160.31,89.39299999999999,161.99,120.917,167.207,239.88299999999998,166.34799999999998,290.126,165.928,155.525,175.46599999999998,109.935,171.503,117.775,173.52200000000002,49.88399999999999,174.873,146.024,170.868,34.305,172.828,300.393,171.06599999999997,227.885,168.38099999999997,281.935,179.71099999999998,231.403,179.3,224.231,178.918,150.405,178.166,87.069,178.81799999999998,61.126000000000005,179.407,129.855,173.456,305.317,177.176,73.236,176.642,273.123,174.887,203.625,137.739,233.609,138.028,86.87799999999999,137.424,252.97299999999998,136.828,160.047,134.662,271.283,146.283,159.114,145.251,112.008,143.878,,,128.105,143.579,219.60299999999998,141.524,152.036,151.954,143.745,146.114,245.42700000000002,148.043,101.167,147.99200000000002,95.126,147.205,296.219,146.975,81.804,148.453,280.245,147.16299999999998,226.21900000000002,146.285,304.606,159.511,76.893,155.548,239.13,156.957,229.967,155.727,163.732,154.868,253.61599999999999,154.928,206.778,153.503,261.95799999999997,153.18200000000002,287.748,185.78,274.726,185.645,97.266,183.299,114.749,181.405,299.774,182.195,252.437,177.968,51.744,182.748,93.21700000000001,193.89,102.289,192.88099999999997,74.516,191.824,124.17399999999999,189.579,260.423,185.137,66.806,199.451,147.68,195.06,136.136,194.12900000000002,318.4,180.321,62.281000000000006,132.726,238.864,121.434,261.672,165.824,93.744,170.042,238.918,176.515,61.292,192.13299999999998,241.081,140.366
465.5,1862.0,,252.96900000000002,103.277,279.29400000000004,97.679,,,229.412,119.414,91.29799999999999,120.59899999999999,195.889,116.42299999999999,217.11900000000003,114.156,86.2,114.147,275.974,132.334,153.88,130.05,126.787,130.491,242.347,128.099,234.75599999999997,126.57600000000001,140.93,127.905,215.59599999999998,124.86200000000001,103.098,162.834,63.878,165.84,149.141,162.846,126.429,161.457,114.589,160.296,89.421,162.032,120.946,167.22099999999998,239.922,166.386,290.105,165.919,155.559,175.435,109.758,171.49599999999998,117.764,173.49900000000002,49.836999999999996,174.86,146.034,170.859,34.317,172.82,300.394,171.06900000000002,227.925,168.36900000000003,281.91700000000003,179.68900000000002,231.37099999999998,179.30200000000002,224.19400000000002,178.921,150.425,178.16,87.088,178.835,61.125,179.394,129.829,173.46099999999998,305.288,177.146,73.244,176.638,273.153,174.856,203.554,137.56799999999998,233.47299999999998,138.07299999999998,86.926,137.467,253.00799999999998,136.847,160.05200000000002,134.648,271.286,146.28,159.093,145.25799999999998,112.014,143.85399999999998,,,128.16899999999998,143.52200000000002,219.63,141.506,152.08100000000002,151.968,143.725,146.167,245.39,147.986,101.148,148.02200000000002,95.176,147.227,296.225,146.966,81.788,148.42,280.283,147.175,226.231,146.284,304.601,159.518,76.895,155.553,239.139,156.929,229.919,155.715,163.704,154.785,253.609,154.93200000000002,206.731,153.519,261.88,153.166,287.783,185.764,274.685,185.657,97.241,183.338,114.725,181.399,299.78,182.192,252.44,177.92700000000002,51.754,182.75,93.18299999999999,193.862,102.277,192.868,74.527,191.803,124.167,189.55,260.432,185.11599999999999,66.809,199.43,147.666,195.037,136.118,194.097,318.455,180.312,62.145,132.78,238.88299999999998,121.42299999999999,261.688,165.821,93.76100000000001,170.042,238.863,176.49200000000002,61.291000000000004,192.12900000000002,241.05700000000002,140.376
465.75,1863.0,,252.938,103.275,279.248,97.546,,,229.37599999999998,119.37799999999999,91.242,120.604,195.799,116.40100000000001,217.104,114.178,86.20299999999999,114.184,275.966,132.32399999999998,153.858,130.077,126.788,130.498,242.363,128.047,234.81599999999997,126.529,140.955,127.959,215.611,124.905,103.111,162.819,63.898999999999994,165.826,149.08100000000002,162.855,126.492,161.564,114.54899999999999,160.328,89.473,162.045,120.977,167.237,239.915,166.388,290.079,165.892,155.499,175.458,109.68700000000001,171.577,117.76899999999999,173.49400000000003,49.868,174.83700000000002,146.034,170.84900000000002,34.339,172.84599999999998,300.394,171.07,228.00799999999998,168.533,281.913,179.679,231.275,179.30700000000002,224.183,178.90599999999998,150.45,178.162,86.976,178.738,61.136,179.382,129.847,173.39,305.29,177.13400000000001,73.249,176.628,273.16200000000003,174.84400000000002,204.0,138.0,233.38299999999998,137.963,86.955,137.379,253.00400000000002,136.863,160.078,134.65,271.256,146.263,159.105,145.254,112.005,143.849,291.34,143.656,128.16,143.482,219.64,141.52100000000002,152.054,151.907,143.70600000000002,146.125,245.343,147.969,101.139,148.031,95.384,147.255,296.223,146.954,81.791,148.4,280.311,147.105,226.19099999999997,146.285,304.58799999999997,159.512,76.884,155.546,239.136,156.94,229.919,155.684,163.666,154.763,253.61700000000002,154.924,206.722,153.537,261.846,153.121,287.79400000000004,185.75,274.665,185.657,97.2,183.49400000000003,114.72200000000001,181.407,299.748,182.205,252.44299999999998,177.916,51.76,182.748,93.191,193.857,102.28200000000001,192.861,74.51899999999999,191.801,124.09,189.61599999999999,260.498,185.118,66.809,199.43400000000003,147.644,195.048,136.11700000000002,194.097,318.44,180.267,62.053999999999995,132.80100000000002,238.873,121.40899999999999,261.67,165.804,93.75,170.043,238.834,176.44299999999998,61.266999999999996,192.13,241.06,140.388
466.0,1864.0,,252.957,103.303,279.172,97.48100000000001,,,229.53799999999998,119.48200000000001,91.228,120.56200000000001,195.766,116.425,217.113,114.209,86.194,114.17299999999999,275.965,132.35299999999998,153.87,130.094,126.789,130.501,242.361,128.059,234.82,126.52799999999999,140.947,127.89,215.644,124.86399999999999,103.166,162.82,63.861000000000004,165.84,149.128,162.885,126.501,161.565,114.729,160.20600000000002,89.494,162.05,120.91799999999999,167.188,239.94,166.40200000000002,290.084,165.88299999999998,155.484,175.49200000000002,109.445,171.695,117.819,173.52599999999998,49.901,174.82299999999998,146.031,170.862,34.312,172.797,300.368,171.072,228.05900000000003,168.542,281.931,179.67700000000002,231.325,179.44799999999998,224.18099999999998,178.894,150.47799999999998,178.15,87.02,178.709,61.163000000000004,179.355,129.835,173.345,305.3,177.12599999999998,73.234,176.62599999999998,273.158,174.83599999999998,203.604,137.74,233.429,137.963,86.88600000000001,137.371,253.002,136.844,160.114,134.63,271.248,146.299,159.135,145.29,112.006,143.876,291.39099999999996,143.703,128.064,143.436,219.65099999999998,141.513,152.116,151.91,143.71200000000002,146.126,245.34799999999998,147.957,101.15700000000001,147.995,95.51700000000001,147.251,296.21299999999997,146.958,81.779,148.35399999999998,280.02299999999997,147.108,226.222,146.285,304.60400000000004,159.512,76.876,155.549,239.128,156.95,229.915,155.645,163.72799999999998,154.851,253.625,154.90200000000002,206.768,153.498,261.856,153.11700000000002,287.808,185.72799999999998,274.652,185.66,97.334,183.655,114.71,181.42700000000002,299.762,182.2,252.482,177.93099999999998,51.782,182.74400000000003,93.16799999999999,193.826,102.287,192.847,74.517,191.80900000000003,124.06299999999999,189.579,260.518,185.08900000000003,66.809,199.449,147.641,195.028,136.066,194.08599999999998,318.472,180.291,62.07,132.813,238.877,121.419,261.67400000000004,165.794,93.76299999999999,170.044,238.80900000000003,176.437,61.254,192.12,240.99599999999998,140.393
466.25,1865.0,,252.963,103.242,279.24,97.579,,,229.476,119.46799999999999,91.213,120.554,195.78400000000002,116.36399999999999,217.102,114.22200000000001,86.241,114.133,275.982,132.362,153.895,130.143,126.78299999999999,130.512,242.342,128.049,234.78799999999998,126.564,140.955,127.874,215.535,124.75200000000001,103.191,162.806,63.879,165.828,149.187,162.938,126.456,161.51,,,89.478,162.02200000000002,120.89399999999999,167.19299999999998,239.942,166.405,290.11,165.892,155.475,175.487,109.478,171.708,117.83200000000001,173.52900000000002,49.952,174.829,146.04,170.861,34.365,172.793,300.349,171.06599999999997,228.08599999999998,168.627,281.973,179.68599999999998,231.28799999999998,179.398,224.185,178.88400000000001,150.496,178.12,87.042,178.726,61.167,179.356,129.863,173.282,305.322,177.112,73.215,176.627,273.135,174.81599999999997,203.59799999999998,137.69799999999998,233.451,137.888,86.84100000000001,137.31,252.957,136.769,160.13,134.653,271.254,146.313,159.14700000000002,145.298,112.01100000000001,143.878,291.356,143.683,128.084,143.435,219.63099999999997,141.502,152.149,151.924,143.694,146.158,245.373,147.944,101.096,147.924,95.46600000000001,147.202,296.223,146.958,81.82300000000001,148.4,279.906,147.149,226.22,146.283,304.599,159.505,76.854,155.564,239.148,156.972,229.926,155.588,163.697,154.857,253.615,154.874,206.81099999999998,153.53799999999998,261.808,153.092,287.818,185.703,274.675,185.639,97.304,183.824,114.73,181.421,299.731,182.18200000000002,252.46599999999998,177.91,51.769,182.731,93.141,193.82,102.26700000000001,192.857,74.518,191.798,124.053,189.521,260.491,185.115,66.815,199.454,147.666,195.05,136.076,194.078,318.624,180.35299999999998,62.056000000000004,132.792,238.875,121.428,261.67900000000003,165.80700000000002,93.759,170.03099999999998,238.783,176.442,61.229,192.13099999999997,241.049,140.41
466.5,1866.0,,252.94799999999998,103.286,279.25,97.626,,,229.46099999999998,119.45200000000001,91.24600000000001,120.529,195.774,116.294,217.08599999999998,114.21700000000001,86.26799999999999,114.118,276.005,132.384,153.91,130.197,126.78399999999999,130.503,242.34900000000002,127.98100000000001,234.85,126.59,140.94899999999998,127.837,215.546,124.75399999999999,103.208,162.799,63.869,165.831,149.16899999999998,162.888,126.51700000000001,161.55200000000002,,,89.478,162.056,120.94,167.24900000000002,239.952,166.399,290.087,165.864,155.505,175.47299999999998,109.45299999999999,171.717,117.884,173.565,49.982,174.83,146.034,170.84599999999998,34.413000000000004,172.764,300.374,171.081,228.03599999999997,168.636,282.014,179.71900000000002,231.162,179.285,224.22099999999998,178.842,150.484,178.12400000000002,87.03399999999999,178.757,61.141999999999996,179.398,129.879,173.27599999999998,305.32599999999996,177.08900000000003,73.274,176.63299999999998,273.139,174.80599999999998,203.59400000000002,137.71,233.396,137.732,86.743,137.327,252.96,136.745,160.144,134.6,271.27099999999996,146.319,159.131,145.296,112.0,143.868,,,128.07399999999998,143.424,219.66299999999998,141.514,152.071,151.89700000000002,143.688,146.136,245.34799999999998,147.91899999999998,101.089,147.916,95.34100000000001,147.137,296.222,146.944,81.806,148.395,279.975,147.19299999999998,226.22400000000002,146.30200000000002,304.599,159.499,76.875,155.541,239.15200000000002,156.951,229.93599999999998,155.592,163.738,154.898,253.63299999999998,154.871,206.862,153.497,261.743,153.06799999999998,287.82099999999997,185.704,274.666,185.62900000000002,97.305,183.78799999999998,114.719,181.44400000000002,299.756,182.19,252.41299999999998,177.905,51.761,182.731,93.14299999999999,193.805,102.286,192.855,74.524,191.78,124.15700000000001,189.47299999999998,260.501,185.108,66.817,199.446,147.667,195.021,136.025,194.058,318.657,180.387,61.937,132.838,238.892,121.42399999999999,261.67400000000004,165.81099999999998,93.77799999999999,170.051,238.80900000000003,176.49099999999999,61.229,192.122,241.167,140.406
466.75,1867.0,,252.967,103.244,279.277,97.675,135.04399999999998,97.367,229.53099999999998,119.454,91.24700000000001,120.516,195.733,116.354,217.095,114.21600000000001,86.256,114.13,276.04200000000003,132.372,153.86,130.216,126.772,130.482,242.359,127.97,234.899,126.557,140.917,127.84100000000001,,,103.225,162.819,63.894,165.808,149.126,162.842,126.54299999999999,161.565,,,89.49700000000001,162.101,120.88600000000001,167.188,239.94299999999998,166.39700000000002,290.07099999999997,165.84900000000002,155.43,175.50400000000002,109.634,171.60299999999998,117.92200000000001,173.56,49.903,174.808,146.023,170.84,34.48,172.763,300.388,171.076,228.074,168.615,282.077,179.72400000000002,231.058,179.233,224.202,178.834,150.484,178.107,87.014,178.774,61.152,179.387,129.886,173.268,305.342,177.09,73.274,176.63400000000001,273.134,174.821,203.581,137.584,233.34099999999998,137.688,86.7,137.37,252.94099999999997,136.721,160.089,134.533,271.28,146.299,159.135,145.352,112.001,143.868,291.298,143.556,128.006,143.452,219.65,141.50799999999998,152.048,151.871,143.711,146.179,245.34099999999998,147.884,101.052,147.884,95.209,147.125,296.226,146.951,81.797,148.406,280.12,147.275,226.24400000000003,146.312,304.592,159.506,76.884,155.545,239.174,156.931,229.97299999999998,155.608,163.70600000000002,154.904,253.636,154.865,206.863,153.506,261.755,153.062,287.837,185.697,274.638,185.59,97.262,183.951,114.72399999999999,181.458,299.756,182.204,252.455,177.90099999999998,51.751999999999995,182.726,93.111,193.81,102.285,192.862,74.518,191.778,124.03,189.50599999999997,260.505,185.092,66.832,199.421,147.61,194.972,135.983,194.042,318.879,180.442,61.901,132.845,238.892,121.43700000000001,261.66700000000003,165.822,93.785,170.044,238.862,176.53799999999998,61.221000000000004,192.109,241.149,140.421
467.0,1868.0,,252.96599999999998,103.295,279.246,97.63,134.863,97.34,229.454,119.374,91.214,120.546,195.74900000000002,116.385,217.071,114.191,86.28,114.126,276.029,132.375,153.811,130.204,126.777,130.486,242.36700000000002,127.973,234.86700000000002,126.557,140.931,127.863,,,103.241,162.79399999999998,63.893,165.80700000000002,149.13,162.87,126.538,161.561,,,89.51,162.088,120.852,167.15599999999998,239.965,166.40200000000002,290.084,165.847,155.389,175.52,109.40700000000001,171.743,117.971,173.546,49.928000000000004,174.762,146.02,170.834,34.434,172.83,300.397,171.08599999999998,227.945,168.438,282.096,179.708,231.00400000000002,179.109,224.178,178.826,150.488,178.11,87.052,178.78599999999997,61.123999999999995,179.40200000000002,129.91899999999998,173.209,305.365,177.05900000000003,73.273,176.632,273.142,174.81900000000002,203.52599999999998,137.518,233.41299999999998,137.79399999999998,86.714,137.326,252.949,136.704,160.045,134.54399999999998,271.297,146.32299999999998,159.141,145.384,111.993,143.858,291.214,143.578,128.054,143.412,219.675,141.543,151.961,151.868,143.72299999999998,146.185,245.293,147.871,101.119,147.947,95.186,147.126,296.211,146.929,81.777,148.459,280.383,147.239,226.285,146.33100000000002,304.591,159.514,76.885,155.53799999999998,239.18599999999998,156.925,230.003,155.619,163.697,154.872,253.63299999999998,154.829,206.77,153.56799999999998,261.743,153.053,287.844,185.683,274.624,185.585,97.271,184.013,114.74700000000001,181.438,299.758,182.203,252.44799999999998,177.905,51.729,182.748,93.075,193.778,102.28200000000001,192.845,74.531,191.773,124.135,189.44299999999998,260.51099999999997,185.08700000000002,66.82,199.388,147.59,194.986,135.93200000000002,194.018,318.818,180.428,61.925,132.858,238.894,121.45200000000001,261.692,165.845,93.774,170.048,238.858,176.537,61.233000000000004,192.09900000000002,241.15599999999998,140.502
467.25,1869.0,,252.955,103.238,279.275,97.62899999999999,135.35299999999998,97.54700000000001,229.429,119.32700000000001,91.225,120.588,195.791,116.39,217.033,114.184,86.31200000000001,114.118,276.027,132.364,153.77200000000002,130.211,126.771,130.507,242.342,128.014,234.873,126.54899999999999,140.924,127.821,,,103.23100000000001,162.812,63.887,165.80200000000002,149.097,162.868,126.552,161.563,,,89.515,162.108,120.836,167.128,239.985,166.40599999999998,290.082,165.835,155.39700000000002,175.485,109.184,171.80599999999998,118.04700000000001,173.58,49.934,174.725,146.014,170.812,34.321,172.852,300.388,171.06400000000002,227.792,168.24,282.025,179.695,231.113,179.13400000000001,224.17700000000002,178.826,150.5,178.092,87.02,178.792,61.123000000000005,179.39,129.908,173.168,305.348,177.07,73.258,176.643,273.147,174.81799999999998,203.521,137.59799999999998,233.487,137.738,86.73700000000001,137.321,252.959,136.694,160.05100000000002,134.515,271.297,146.312,159.187,145.38299999999998,112.007,143.869,291.172,143.394,128.011,143.405,219.66099999999997,141.554,151.944,151.85299999999998,143.70600000000002,146.186,245.328,147.836,101.098,147.915,95.18799999999999,147.10299999999998,296.217,146.931,81.819,148.517,280.334,147.262,226.313,146.312,304.596,159.532,76.94800000000001,155.496,239.188,156.905,229.99599999999998,155.597,163.709,154.857,253.632,154.83100000000002,206.798,153.526,261.717,153.053,287.856,185.667,274.652,185.567,97.264,184.176,114.709,181.451,299.772,182.18400000000003,252.457,177.875,51.722,182.735,93.07600000000001,193.766,102.26700000000001,192.845,74.53,191.767,124.12799999999999,189.424,260.524,185.05200000000002,66.817,199.393,147.596,194.963,135.94,194.00099999999998,318.798,180.392,62.1,132.917,238.903,121.45299999999999,261.684,165.842,93.79299999999999,170.02,238.88,176.59,61.215,192.109,241.11,140.512
