TimesH,Frame,NoMissing,36,36,65,65,100,100,133,133,135,135,148,148,150,150,151,151,235,235,240,240,252,252,305,305,311,311,312,312,1117,1117,1290,1290,1367,1367,1415,1415,1692,1692,1725,1725,1846,1846,1947,1947,1969,1969,2045,2045,2086,2086,2123,2123,2331,2331,2337,2337,2408,2408,2409,2409,2431,2431,2447,2447,2453,2453,2499,2499,2522,2522,2566,2566,2580,2580,2640,2640,2647,2647,2660,2660,2667,2667,2711,2711,2810,2810,3114,3114,3148,3148,3363,3363,3482,3482,3493,3493,3692,3692,3695,3695,3704,3704,3760,3760,3843,3843,3890,3890,3958,3958,4019,4019,4063,4063,4107,4107,4154,4154,4182,4182,4216,4216,4227,4227,4232,4232,4240,4240,4254,4254,4261,4261,4303,4303
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
505.5,2022.0,,149.416,143.191,120.241,168.676,109.604,169.877,140.425,189.21599999999998,92.12899999999999,179.553,142.941,171.753,99.557,175.979,117.542,176.043,112.50200000000001,84.84100000000001,96.999,138.136,166.033,124.223,91.735,194.507,118.78200000000001,197.34,111.90899999999999,196.67,270.52099999999996,191.47099999999998,133.917,157.968,285.7,165.265,111.39200000000001,189.433,253.188,156.857,138.031,26.573,259.652,171.507,,,249.762,145.734,107.20700000000001,183.678,100.03,154.361,170.856,52.708999999999996,136.907,180.077,114.986,129.666,49.854,151.4,69.525,151.895,162.56799999999998,156.30700000000002,127.73200000000001,62.853,72.846,170.388,61.563,171.25599999999997,152.602,153.221,147.922,86.238,166.877,163.958,98.225,190.268,280.823,132.681,168.255,75.288,220.15400000000002,86.124,116.322,159.784,291.559,106.59,121.08200000000001,140.585,290.324,169.64700000000002,136.957,124.946,,,230.907,168.49900000000002,233.74900000000002,125.09299999999999,137.355,147.977,226.645,51.931999999999995,149.84799999999998,169.90599999999998,272.256,36.643,145.764,44.083999999999996,97.169,112.355,167.267,109.762,238.165,161.414,256.439,53.066,81.21,171.12099999999998,127.34200000000001,114.90799999999999,240.775,118.15299999999999,330.824,152.082,124.854,177.00400000000002,131.966,44.227,284.751,154.345,78.016,131.828,130.895,133.069
505.75,2023.0,,149.41,143.10299999999998,120.206,168.68599999999998,109.59,169.89700000000002,140.388,189.19299999999998,92.12799999999999,179.53900000000002,142.844,171.576,99.521,175.945,117.552,175.99599999999998,112.50299999999999,84.709,96.962,138.095,166.06,124.25399999999999,91.709,194.521,118.789,197.365,111.84,196.635,270.529,191.377,133.91,157.908,285.66,165.266,111.331,189.433,253.19299999999998,156.91,138.069,26.546,259.664,171.486,,,249.80599999999998,145.765,107.185,183.655,100.037,154.319,170.828,52.696000000000005,136.87,180.148,114.906,129.56799999999998,49.763000000000005,151.429,69.54899999999999,151.89,162.532,156.282,127.789,62.816,72.873,170.36900000000003,61.586000000000006,171.262,152.607,153.246,147.793,86.26899999999999,166.873,163.828,98.19200000000001,190.28599999999997,280.824,132.673,168.093,75.244,220.18,86.12,116.155,159.634,291.591,106.509,121.02,140.606,290.336,169.52599999999998,136.924,124.902,,,230.9,168.34799999999998,233.77900000000002,125.179,137.319,148.138,226.65099999999998,51.895,149.77700000000002,169.965,272.32599999999996,36.7,145.941,44.063,97.14,112.302,167.361,109.65700000000001,238.162,161.444,256.47,53.053999999999995,81.128,171.13,127.314,114.86399999999999,240.755,118.238,330.86800000000005,152.107,124.846,176.949,131.97299999999998,44.225,284.72900000000004,154.357,78.02,131.89600000000002,130.88,133.049
506.0,2024.0,,149.447,143.085,120.17399999999999,168.645,109.52600000000001,169.829,140.368,189.19,92.08,179.48,142.762,171.515,99.428,175.81400000000002,117.557,175.997,112.611,84.89299999999999,96.936,138.08700000000002,166.114,124.251,91.679,194.459,118.779,197.34599999999998,111.84100000000001,196.50099999999998,270.493,191.41400000000002,133.983,157.945,285.626,165.24200000000002,111.402,189.4,253.18900000000002,156.88,137.999,26.499000000000002,259.685,171.435,101.851,68.32600000000001,249.856,145.57,107.126,183.64700000000002,100.10700000000001,154.256,170.757,52.681000000000004,136.833,180.06900000000002,114.956,129.64,49.446999999999996,151.13299999999998,69.555,151.87,162.513,156.237,127.791,62.794,72.934,170.317,61.513999999999996,171.175,152.579,153.234,147.828,86.32799999999999,166.826,163.685,98.228,190.16299999999998,280.834,132.625,167.983,75.154,220.128,86.059,115.87700000000001,159.381,291.624,106.455,121.00200000000001,140.545,290.425,169.394,136.862,124.81200000000001,127.833,154.325,230.90099999999998,168.305,233.75599999999997,125.288,137.333,148.179,226.605,51.843999999999994,149.748,169.99900000000002,272.254,36.801,145.732,44.008,97.09299999999999,112.303,167.331,109.64299999999999,238.15099999999998,161.435,256.449,52.935,81.146,171.136,127.26899999999999,114.85,240.722,118.196,330.903,152.109,124.775,176.97099999999998,131.971,44.262,284.732,154.32,78.015,131.806,130.904,133.061
506.25,2025.0,,149.461,143.02200000000002,120.133,168.61700000000002,109.50200000000001,169.787,140.342,189.168,92.046,179.423,142.751,171.572,99.404,175.78,117.556,175.922,112.55799999999999,84.81299999999999,96.915,138.097,166.14700000000002,124.402,91.8,194.584,118.76899999999999,197.331,111.869,196.49200000000002,270.481,191.456,133.969,157.999,285.643,165.208,111.321,189.449,253.149,156.971,137.944,26.436,259.676,171.40599999999998,101.728,69.736,249.77900000000002,145.495,107.083,183.62099999999998,100.09200000000001,154.221,170.729,52.629,136.91,179.825,114.979,129.616,49.37,151.025,69.567,151.876,162.54399999999998,156.226,127.963,62.805,72.895,170.31599999999997,61.471000000000004,171.13,152.56,153.194,147.915,86.26299999999999,166.77700000000002,163.619,98.295,190.084,280.83799999999997,132.594,168.025,75.09899999999999,220.092,86.001,115.78399999999999,159.243,291.628,106.48,121.01700000000001,140.459,290.39599999999996,169.317,136.79,124.794,128.04399999999998,154.627,230.896,168.398,233.84400000000002,125.32,137.374,148.142,226.542,51.888000000000005,149.689,170.03799999999998,272.259,36.773,145.87,44.007,97.132,112.30799999999999,167.317,109.596,238.155,161.406,256.45,52.571000000000005,81.104,171.107,127.24799999999999,114.89299999999999,240.752,118.145,330.847,152.091,124.735,176.90900000000002,131.97799999999998,44.263999999999996,284.754,154.309,77.994,131.844,130.875,133.02700000000002
506.5,2026.0,,149.447,143.017,120.139,168.611,109.477,169.80599999999998,140.334,189.146,92.025,179.40200000000002,142.606,171.465,99.37700000000001,175.75599999999997,117.47200000000001,175.81400000000002,111.94200000000001,84.073,96.929,138.077,166.168,124.44,91.79700000000001,194.57,118.73100000000001,197.313,111.809,196.44,270.533,191.382,133.94,157.957,285.643,165.21,111.281,189.40099999999998,253.12599999999998,157.141,138.002,26.464000000000002,259.677,171.358,101.541,68.602,249.81799999999998,145.55700000000002,107.052,183.58,100.056,154.226,170.65900000000002,52.573,136.97,179.71200000000002,114.98,129.619,49.288000000000004,150.9,69.556,151.875,162.53,156.134,127.949,62.86,72.885,170.291,61.525,171.15,152.526,153.174,147.958,86.155,166.672,163.546,98.272,190.03599999999997,280.829,132.504,168.02700000000002,74.931,220.055,85.95,115.78399999999999,159.191,291.677,106.54299999999999,121.071,140.43,290.465,169.24200000000002,136.828,124.70100000000001,127.84200000000001,154.431,230.93099999999998,168.21599999999998,233.77700000000002,125.277,137.35399999999998,148.03,226.403,52.095,149.609,169.893,272.28,36.766999999999996,145.903,44.082,97.09200000000001,112.251,167.236,109.61200000000001,238.15,161.507,256.494,52.49,81.109,171.09099999999998,127.277,114.88600000000001,240.77599999999998,118.071,330.913,152.037,124.728,176.90099999999998,131.96200000000002,44.244,284.725,154.313,77.945,131.887,130.84799999999998,132.99
506.75,2027.0,,149.418,142.966,120.126,168.604,109.458,169.813,140.322,189.12400000000002,92.006,179.363,142.564,171.482,99.38,175.72799999999998,117.419,175.752,111.90799999999999,83.977,96.927,138.06,166.02200000000002,124.44,91.80799999999999,194.53099999999998,118.682,197.31,111.71700000000001,196.34599999999998,270.457,191.445,133.98,158.031,285.623,165.196,111.27799999999999,189.37099999999998,253.07,157.107,137.916,26.340999999999998,259.67900000000003,171.29,101.368,68.4,249.793,145.461,107.02600000000001,183.53400000000002,99.999,154.237,170.553,52.485,137.0,179.6,115.008,129.467,49.31399999999999,150.954,69.563,151.859,162.609,156.157,127.946,62.825,72.91,170.263,61.592,171.128,152.528,153.091,147.85299999999998,86.509,166.676,163.439,98.19200000000001,190.16,280.83299999999997,132.47899999999998,168.03900000000002,74.935,220.043,85.902,115.531,158.965,291.74,106.40899999999999,121.066,140.411,290.41700000000003,169.15200000000002,136.754,124.704,127.838,154.347,231.0,168.122,233.74900000000002,125.271,137.269,148.029,226.342,52.137,149.64700000000002,169.852,272.24,36.854,145.86,44.083999999999996,97.007,112.18799999999999,167.275,109.539,238.12400000000002,161.434,256.514,52.363,81.02600000000001,171.111,127.291,114.911,240.81400000000002,118.21700000000001,330.945,152.062,124.694,176.87099999999998,132.023,44.266999999999996,284.711,154.27700000000002,77.913,131.91299999999998,130.871,132.972
507.0,2028.0,,149.412,142.894,120.111,168.601,109.458,169.85,140.287,189.09400000000002,92.01,179.33599999999998,142.577,171.455,99.354,175.706,117.39299999999999,175.695,112.075,84.17399999999999,96.971,138.08700000000002,165.93400000000003,124.24700000000001,91.81700000000001,194.476,118.63600000000001,197.297,111.751,196.355,270.546,191.28400000000002,133.9,158.064,285.64599999999996,165.19099999999997,111.256,189.37,253.074,156.985,137.9,26.27,259.681,171.25099999999998,101.412,68.168,249.67700000000002,145.423,106.994,183.525,99.947,154.215,170.56599999999997,52.55,136.959,179.726,114.944,129.412,49.33,150.981,69.574,151.881,162.649,156.195,128.011,62.865,72.902,170.263,61.638000000000005,171.06599999999997,152.46,153.124,147.957,86.485,166.688,163.45600000000002,98.196,190.188,280.83099999999996,132.428,167.952,74.921,220.06900000000002,85.902,115.434,158.861,291.776,106.235,121.054,140.359,290.414,169.101,136.77200000000002,124.654,127.906,154.285,231.085,168.226,233.71400000000003,125.273,137.286,148.209,226.35,52.132,149.639,169.812,272.228,36.897,145.907,44.0,96.876,112.15100000000001,167.15599999999998,109.535,238.144,161.327,256.577,52.044,81.036,171.139,127.353,114.936,240.827,118.25299999999999,330.964,152.063,124.695,176.84900000000002,131.954,44.244,284.67900000000003,154.29399999999998,77.87100000000001,131.849,130.865,132.94799999999998
507.25,2029.0,,149.404,142.88299999999998,120.081,168.608,109.492,169.86599999999999,140.27100000000002,189.09900000000002,92.01,179.338,142.615,171.47299999999998,99.324,175.69299999999998,117.35700000000001,175.63099999999997,112.29,84.314,96.976,138.128,165.873,124.124,91.777,194.415,118.603,197.282,111.664,196.229,270.4,191.356,133.89700000000002,158.049,285.655,165.185,111.25,189.38099999999997,253.063,156.875,137.827,26.183000000000003,259.676,171.208,101.36399999999999,68.02,249.649,145.44899999999998,106.979,183.45,99.988,154.156,170.535,52.473,136.935,179.843,114.948,129.349,49.327,150.917,69.575,151.901,162.674,156.259,128.065,62.763999999999996,72.905,170.252,61.681999999999995,171.11599999999999,152.45600000000002,153.112,148.092,86.491,166.67,163.329,98.137,190.21,280.84,132.342,167.863,74.97399999999999,220.105,85.902,115.31299999999999,158.836,291.78,106.18299999999999,121.09,140.292,290.395,169.015,136.736,124.617,127.977,154.19799999999998,231.12599999999998,168.21599999999998,233.697,125.256,137.338,148.175,226.301,52.172,149.65,169.764,272.27,36.848,145.881,43.941,96.76,112.111,167.21200000000002,109.395,238.107,161.17700000000002,256.562,51.906000000000006,81.047,171.12599999999998,127.311,114.964,240.737,118.164,330.991,152.041,124.684,176.861,131.93200000000002,44.235,284.687,154.285,77.844,131.826,130.85399999999998,132.961
507.5,2030.0,,149.465,142.842,120.069,168.62400000000002,109.564,169.928,140.202,189.088,91.98,179.296,142.545,171.437,99.274,175.627,117.34899999999999,175.614,112.065,84.07700000000001,96.93700000000001,138.131,165.78599999999997,124.12200000000001,91.846,194.40200000000002,118.587,197.30599999999998,111.663,196.16299999999998,270.254,191.342,133.89700000000002,158.105,285.673,165.18099999999998,111.25399999999999,189.36599999999999,253.065,156.767,136.97,25.287,259.697,171.19,101.366,67.854,249.646,145.44799999999998,106.98299999999999,183.447,99.978,154.124,170.43900000000002,52.393,137.005,179.699,114.917,129.295,49.308,150.924,69.584,151.876,162.616,156.19899999999998,128.062,62.77,72.932,170.204,61.693999999999996,171.082,152.476,153.084,148.259,86.512,166.636,163.27700000000002,98.073,190.28900000000002,280.847,132.297,167.894,74.955,220.092,85.859,115.26700000000001,158.683,291.793,106.03,121.09700000000001,140.243,290.372,168.88400000000001,136.685,124.609,128.101,154.20600000000002,231.215,168.078,233.637,125.259,137.364,148.329,226.25799999999998,52.261,149.404,169.794,272.188,36.882,145.74,43.945,96.787,112.012,167.24,109.37899999999999,238.108,161.203,256.606,51.551,81.062,171.093,127.303,114.99,240.766,118.08200000000001,330.969,151.963,124.678,176.84799999999998,131.906,44.223,284.664,154.325,77.83800000000001,131.745,130.843,132.999
507.75,2031.0,,149.42,142.862,120.04,168.59099999999998,109.613,169.93,140.19899999999998,189.09900000000002,91.948,179.24900000000002,142.55700000000002,171.393,99.204,175.56,117.31299999999999,175.59,111.822,83.844,96.93700000000001,138.122,165.872,123.931,91.845,194.275,118.611,197.28900000000002,111.61,196.135,270.324,191.25900000000001,133.911,158.153,285.684,165.153,111.26299999999999,189.35299999999998,253.06599999999997,156.67,137.078,25.430999999999997,259.712,171.123,101.40299999999999,67.93,249.52900000000002,145.333,106.971,183.415,99.936,154.107,170.445,52.368,137.16299999999998,179.582,114.919,129.256,49.251999999999995,150.859,69.60600000000001,151.872,162.53799999999998,156.191,127.869,62.632,72.944,170.176,61.73,171.042,152.532,153.053,148.379,86.64,166.63099999999997,163.231,98.01700000000001,190.25799999999998,280.851,132.254,167.93,74.99600000000001,220.11900000000003,85.863,115.176,158.655,291.812,106.016,121.023,140.14700000000002,290.35400000000004,168.678,136.606,124.486,127.896,153.929,231.273,168.05200000000002,233.648,125.22200000000001,137.312,148.444,226.28599999999997,52.195,149.35299999999998,169.795,272.251,36.852,145.746,43.885,96.914,112.031,167.22299999999998,109.26799999999999,238.142,161.185,256.678,51.401,80.987,171.08700000000002,127.303,114.962,240.798,118.115,330.963,151.881,124.70200000000001,176.857,131.899,44.20399999999999,284.7,154.317,77.865,131.707,130.822,133.006
508.0,2032.0,,149.422,142.792,120.006,168.574,109.62899999999999,169.912,140.185,189.09400000000002,91.913,179.207,142.496,171.43099999999998,99.105,175.5,117.291,175.535,109.22399999999999,82.995,96.97200000000001,138.132,165.768,123.779,91.814,194.257,118.617,197.30900000000003,111.596,196.197,270.414,191.23,133.965,158.183,285.64599999999996,165.16299999999998,111.255,189.345,253.02700000000002,156.58700000000002,137.632,26.0,259.704,171.05900000000003,101.316,67.884,249.585,145.335,106.978,183.40099999999998,99.9,154.10299999999998,170.364,52.321999999999996,137.196,179.582,114.94200000000001,129.125,49.113,150.763,69.589,151.852,162.561,156.244,127.965,62.738,72.92,170.148,61.667,170.956,152.457,153.08100000000002,148.25799999999998,86.531,166.611,163.203,98.025,190.27599999999998,280.857,132.197,167.91299999999998,75.03399999999999,220.109,85.838,115.118,158.628,291.798,105.932,120.985,140.114,290.323,168.588,136.611,124.38,127.86399999999999,153.862,231.335,168.05700000000002,233.676,125.234,137.284,148.52,226.305,52.247,149.355,169.765,272.20099999999996,36.889,145.903,43.931999999999995,96.95100000000001,112.00399999999999,167.239,109.226,238.12,161.189,256.757,51.188,81.038,171.114,127.303,114.885,240.748,118.141,330.92699999999996,151.901,124.645,176.864,131.899,44.206,284.686,154.30700000000002,77.848,131.634,130.833,132.977
508.25,2033.0,,149.463,142.705,120.006,168.588,109.648,169.92700000000002,140.11,189.044,91.88,179.175,142.502,171.46099999999998,99.104,175.433,117.244,175.47299999999998,109.36399999999999,82.95700000000001,97.00399999999999,138.136,165.85,123.669,91.806,194.338,118.59700000000001,197.31900000000002,111.589,196.15200000000002,270.436,191.234,134.029,158.125,285.643,165.169,111.15700000000001,189.335,253.028,156.52,136.86,25.118000000000002,259.715,171.051,101.32700000000001,67.78699999999999,249.67,145.25799999999998,106.95100000000001,183.359,99.79799999999999,154.13,170.36,52.361000000000004,137.135,179.735,114.95200000000001,129.07299999999998,49.078,150.76,69.568,151.857,162.496,156.007,127.946,62.638999999999996,72.93,170.16299999999998,61.678999999999995,170.84900000000002,152.393,153.09799999999998,148.125,86.27600000000001,166.61700000000002,163.141,97.92200000000001,190.396,280.861,132.148,167.78099999999998,74.97800000000001,220.062,85.818,115.01100000000001,158.466,291.747,105.863,120.913,140.095,290.46299999999997,168.541,136.57399999999998,124.33,127.92,153.83700000000002,231.3,168.05,233.65200000000002,125.255,137.251,148.536,226.297,52.297,149.347,169.766,272.14599999999996,36.891,145.858,43.968,97.008,112.027,167.357,109.023,238.158,161.16899999999998,256.778,51.181000000000004,81.033,171.108,127.262,114.863,240.778,118.00200000000001,330.89099999999996,151.819,124.632,176.899,131.911,44.172,284.711,154.236,77.809,131.599,130.844,132.974
508.5,2034.0,,149.481,142.64,120.012,168.571,109.581,169.947,140.064,189.03799999999998,91.855,179.15200000000002,142.474,171.50900000000001,99.08,175.356,117.229,175.396,109.755,82.725,96.975,138.139,165.90200000000002,123.514,91.705,194.351,118.557,197.32,111.603,196.174,270.473,191.19299999999998,133.993,158.184,285.703,165.197,111.213,189.29,253.102,156.347,136.849,25.115,259.723,170.998,101.34899999999999,67.821,249.69400000000002,145.19,106.956,183.301,99.74799999999999,154.17600000000002,170.293,52.333,137.114,179.58900000000003,114.96799999999999,129.006,48.998000000000005,150.733,69.556,151.872,162.509,155.97299999999998,127.76799999999999,62.335,72.939,170.097,61.725,170.821,152.341,153.13299999999998,148.194,86.315,166.601,163.101,97.926,190.398,280.85200000000003,132.111,167.66400000000002,74.944,220.06799999999998,85.81700000000001,114.969,158.37,291.765,105.78,120.83,140.023,290.36400000000003,168.46200000000002,136.553,124.294,127.712,153.543,231.292,168.047,233.702,125.337,137.208,148.601,226.257,52.332,149.385,169.718,272.133,36.902,145.775,43.925,96.96600000000001,111.948,167.3,109.051,238.15400000000002,161.077,256.843,51.071000000000005,81.006,171.16099999999997,127.236,114.891,240.733,118.059,330.93199999999996,151.82399999999998,124.583,176.826,131.923,44.198,284.707,154.303,77.804,131.625,130.793,132.985
508.75,2035.0,,149.611,142.466,119.984,168.572,109.639,169.93900000000002,140.025,189.016,91.848,179.139,142.384,171.44400000000002,99.09,175.305,117.19200000000001,175.31799999999998,109.0,83.0,96.98899999999999,138.138,165.896,123.557,91.775,194.46,118.56299999999999,197.30599999999998,111.56299999999999,196.043,270.355,191.24400000000003,133.991,158.167,285.718,165.178,111.149,189.305,253.262,156.07,136.665,24.906,259.757,170.955,101.30799999999999,67.562,249.736,145.137,106.965,183.27200000000002,99.779,154.118,170.24,52.263000000000005,137.091,179.59599999999998,114.92399999999999,128.86,48.919,150.64,69.561,151.865,162.391,155.746,127.814,62.544,72.935,170.049,61.653,170.798,152.322,153.143,148.534,86.62200000000001,166.65900000000002,162.946,97.991,190.40900000000002,280.835,132.099,167.688,74.916,220.11,85.76700000000001,114.905,158.2,291.758,105.62200000000001,120.781,139.93,290.33099999999996,168.31400000000002,136.52100000000002,124.204,128.0,153.0,231.25400000000002,167.93200000000002,233.7,125.323,137.091,148.642,226.275,52.375,149.43,169.702,272.154,36.931999999999995,145.8,43.976000000000006,96.994,111.93799999999999,167.34799999999998,108.954,238.174,161.04399999999998,256.824,50.916000000000004,81.005,171.079,127.191,114.86,240.563,117.73899999999999,330.92699999999996,151.782,124.56299999999999,176.81400000000002,131.983,44.215,284.70099999999996,154.26,77.773,131.64600000000002,130.755,132.951
509.0,2036.0,,149.486,142.665,119.978,168.56900000000002,109.641,169.96099999999998,139.998,189.0,91.822,179.106,142.435,171.329,99.073,175.268,117.14299999999999,175.253,111.51,83.301,96.948,138.123,165.842,123.571,91.766,194.47299999999998,118.524,197.3,111.691,196.042,270.482,191.28799999999998,133.91299999999998,158.116,285.695,165.16,111.055,189.34400000000002,253.282,155.906,136.928,25.131999999999998,259.795,170.933,101.196,67.618,249.78599999999997,145.164,106.977,183.22400000000002,99.801,154.069,170.204,52.24,137.14600000000002,179.493,114.975,128.877,48.978,150.71200000000002,69.55199999999999,151.841,162.398,155.583,127.691,62.45399999999999,72.99600000000001,170.05200000000002,61.617,170.732,152.313,153.15200000000002,148.298,86.398,166.66400000000002,162.92,98.059,190.47,280.836,132.05200000000002,167.761,74.937,220.171,85.762,114.88799999999999,157.971,291.758,105.556,120.773,139.91899999999998,290.337,168.28,136.47899999999998,124.22,127.0,153.0,231.266,167.918,233.666,125.40899999999999,137.07299999999998,148.679,226.267,52.43600000000001,149.44299999999998,169.722,272.172,36.868,145.713,43.973,97.046,111.936,167.43099999999998,108.79899999999999,238.148,161.04,256.9,50.883,81.008,171.016,127.204,114.855,240.452,117.781,330.858,151.834,124.56,176.767,131.97899999999998,44.18600000000001,284.678,154.218,77.76,131.61700000000002,130.744,132.92700000000002
509.25,2037.0,,149.471,142.599,119.98200000000001,168.52,109.619,169.984,139.989,188.982,91.811,179.08700000000002,142.48,171.317,99.06700000000001,175.24,117.124,175.237,111.0,83.0,96.965,138.16299999999998,165.731,123.63799999999999,91.73700000000001,194.419,118.53299999999999,197.28599999999997,111.603,195.868,270.323,191.282,133.92700000000002,158.144,285.69,165.148,111.075,189.30599999999998,253.299,155.84,136.717,24.982,259.808,170.847,101.264,67.407,249.75099999999998,145.188,106.995,183.139,99.779,154.039,170.168,52.268,137.138,179.418,114.961,128.866,48.906000000000006,150.68200000000002,69.55199999999999,151.844,162.265,155.45600000000002,127.65299999999999,62.32,72.995,170.025,61.707,170.764,152.256,153.201,148.20600000000002,86.266,166.657,162.812,98.102,190.524,280.856,132.03,167.72799999999998,74.855,220.196,85.679,114.839,157.909,291.71299999999997,105.67299999999999,120.78200000000001,139.882,290.34,168.22,136.489,124.235,,,231.206,167.718,233.68099999999998,125.361,137.123,148.664,226.28599999999997,52.422,149.493,169.748,272.125,36.9,145.61700000000002,43.885,96.985,111.88600000000001,167.67700000000002,108.48299999999999,238.16099999999997,161.014,257.007,50.793,81.01100000000001,171.037,127.185,114.883,240.42700000000002,117.91799999999999,330.87800000000004,151.812,124.51299999999999,176.757,131.966,44.167,284.666,154.188,77.73899999999999,131.672,130.72799999999998,132.92
509.5,2038.0,,149.656,142.414,119.95299999999999,168.50599999999997,109.609,170.00099999999998,139.953,188.954,91.802,179.063,142.401,171.278,99.031,175.2,117.104,175.16400000000002,110.01,82.69200000000001,96.94200000000001,138.132,165.67,123.45299999999999,91.854,194.50900000000001,118.57700000000001,197.25599999999997,111.648,195.808,270.388,191.24,134.00799999999998,158.12,285.684,165.15200000000002,111.07,189.27599999999998,253.331,155.761,136.611,24.899,259.816,170.782,101.199,67.266,249.753,145.132,106.995,183.127,99.665,154.05,170.107,52.233999999999995,137.124,179.373,114.99600000000001,128.778,48.879,150.71200000000002,69.556,151.80700000000002,162.236,155.435,127.434,62.068000000000005,73.017,169.987,61.70399999999999,170.73,152.185,153.211,148.097,86.20299999999999,166.676,162.754,98.074,190.57,280.842,132.011,167.847,74.855,220.19,85.681,114.79,157.858,291.692,105.60799999999999,120.75,139.811,290.302,168.10299999999998,136.433,124.235,127.15,152.92600000000002,231.21099999999998,167.579,233.65400000000002,125.40700000000001,137.092,148.737,226.28400000000002,52.464,149.469,169.835,272.182,36.891999999999996,145.519,43.847,96.976,111.902,167.708,108.40299999999999,238.24200000000002,161.009,257.0,50.555,80.937,171.012,127.15,114.913,240.33,117.921,330.898,151.757,124.587,176.71900000000002,131.945,44.153,284.626,154.179,77.737,131.66899999999998,130.727,132.916
509.75,2039.0,,149.67,142.459,119.929,168.523,109.601,170.00900000000001,139.924,188.923,91.78200000000001,179.03799999999998,142.438,171.34099999999998,99.024,175.178,117.071,175.102,109.0,83.0,96.95,138.144,165.636,123.44,91.76799999999999,194.46599999999998,118.556,197.237,111.62,195.81900000000002,270.346,191.317,134.003,158.189,285.699,165.171,111.007,189.283,253.388,155.688,136.6,24.874000000000002,259.79900000000004,170.71200000000002,101.27,67.301,249.791,145.085,106.98899999999999,183.125,99.65100000000001,154.004,170.09099999999998,52.214,137.106,179.364,115.016,128.657,48.943000000000005,150.77,69.53699999999999,151.746,162.105,155.299,127.42399999999999,62.065,73.029,169.96200000000002,61.723,170.71400000000003,152.22799999999998,153.173,148.053,86.154,166.71900000000002,162.803,98.06,190.482,280.86400000000003,131.985,167.87,74.907,220.22400000000002,85.69200000000001,114.714,157.821,291.643,105.601,120.70200000000001,139.776,290.276,167.951,136.358,124.199,126.758,152.964,231.269,167.49599999999998,233.63,125.44,137.112,148.697,226.24,52.566,149.495,169.824,272.197,36.897,145.509,43.766000000000005,96.887,111.973,167.653,108.46700000000001,238.208,160.975,257.05,50.434,80.959,170.935,127.16799999999999,114.88,240.322,118.116,330.80199999999996,151.847,124.566,176.72,132.001,44.13399999999999,284.615,154.172,77.689,131.654,130.745,132.9
510.0,2040.0,,149.49,142.631,119.895,168.514,109.56700000000001,169.99099999999999,139.91299999999998,188.907,91.756,179.011,142.392,171.36599999999999,99.041,175.14,117.059,175.044,110.175,82.624,96.935,138.16,165.622,123.50299999999999,91.9,194.59400000000002,118.556,197.24,111.556,195.81099999999998,270.207,191.334,134.1,158.16899999999998,285.711,165.19,110.96,189.317,253.334,155.635,136.514,24.794,259.793,170.713,101.302,67.333,249.838,145.112,106.97,183.104,99.669,153.97899999999998,170.074,52.18899999999999,137.118,179.31799999999998,115.041,128.67,48.888999999999996,150.762,69.562,151.73,162.031,155.231,127.427,61.82899999999999,73.03399999999999,169.94799999999998,61.83,170.752,152.2,153.15200000000002,148.028,86.02600000000001,166.773,162.845,98.11399999999999,190.417,280.868,131.976,167.975,74.904,220.22,85.678,114.626,157.75799999999998,291.768,105.477,120.641,139.686,290.269,167.90599999999998,136.316,124.167,126.844,152.95600000000002,231.296,167.44799999999998,233.658,125.54299999999999,137.138,148.857,226.187,52.608000000000004,149.50799999999998,169.855,272.258,36.907,145.572,43.778,96.887,111.931,167.702,108.461,238.196,160.87,257.097,50.31399999999999,80.987,170.94400000000002,127.132,114.87899999999999,240.37900000000002,118.331,330.861,151.814,124.469,176.75400000000002,131.982,44.12,284.692,154.14700000000002,77.682,131.505,130.74,132.884
