TimesH,Frame,NoMissing,4,4,18,18,99,99,100,100,103,103,106,106,122,122,134,134,137,137,138,138,139,139,150,150,152,152,159,159,161,161,163,163,166,166,170,170,175,175,177,177,185,185,187,187,192,192,195,195,207,207,239,239,242,242,253,253,263,263,268,268,269,269,279,279,280,280,282,282,291,291,688,688,773,773,871,871,972,972,1189,1189,1291,1291,1655,1655,1656,1656,1832,1832,2096,2096
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
448.25,1793.0,,215.054,58.738,191.646,50.475,131.487,129.477,161.259,129.422,138.66299999999998,128.17,245.295,116.527,77.362,109.86399999999999,218.415,109.525,199.452,103.15899999999999,275.876,103.266,127.84100000000001,100.389,185.296,96.63,212.791,94.336,116.97399999999999,96.963,75.469,98.57799999999999,90.167,97.719,247.78099999999998,86.23200000000001,110.145,84.87899999999999,84.397,92.021,109.572,91.32600000000001,170.872,79.592,108.25200000000001,78.152,88.469,84.366,181.731,80.41199999999999,260.153,76.895,111.515,160.507,85.584,156.984,42.97,151.444,72.955,152.936,281.816,144.738,121.25200000000001,145.724,212.268,146.041,238.891,145.335,54.141000000000005,146.75,41.828,137.401,195.71900000000002,80.618,228.22099999999998,137.72899999999998,194.93099999999998,34.466,134.142,87.38600000000001,171.942,86.53299999999999,223.405,68.508,249.2,127.12,120.26700000000001,128.328,130.15,112.96600000000001,118.303,105.473
448.5,1794.0,,215.017,58.763000000000005,191.639,50.47,131.485,129.539,161.21200000000002,129.417,138.7,128.17600000000002,245.22799999999998,116.52799999999999,77.352,109.805,218.358,109.49600000000001,199.555,103.052,275.885,103.223,128.06799999999998,100.19200000000001,185.304,96.632,212.793,94.425,116.93299999999999,96.914,75.446,98.60700000000001,90.13,97.706,247.97299999999998,86.338,110.171,84.863,84.417,92.029,109.604,91.346,170.83599999999998,79.52,108.27600000000001,78.13,88.446,84.383,181.66,80.354,260.153,76.89,111.575,160.556,85.589,156.94899999999998,43.301,151.512,72.969,153.071,281.82099999999997,144.721,120.985,145.662,212.278,146.02700000000002,238.859,145.385,54.126999999999995,146.7,41.83,137.407,195.767,80.59899999999999,228.132,137.762,194.97099999999998,34.486,134.183,87.382,171.97400000000002,86.493,223.335,68.517,249.041,127.184,120.14,128.346,130.1,113.18,118.0,106.0
448.75,1795.0,,214.952,58.78,191.65599999999998,50.464,131.49200000000002,129.5,161.25,129.401,138.72,128.251,245.24099999999999,116.535,77.308,109.69,218.422,109.50299999999999,199.606,103.08200000000001,275.878,103.325,127.956,100.266,185.31599999999997,96.66,212.85299999999998,94.465,117.065,96.98200000000001,75.395,98.602,90.137,97.63600000000001,247.84400000000002,86.35700000000001,110.137,84.85700000000001,84.435,92.01100000000001,109.66799999999999,91.33200000000001,170.815,79.507,108.287,78.107,88.48299999999999,84.368,181.679,80.336,260.095,76.932,111.57799999999999,160.643,85.714,157.04,43.295,151.55200000000002,72.939,153.08700000000002,281.858,144.704,121.32,145.685,212.245,146.014,238.828,145.399,54.096000000000004,146.714,41.842,137.384,195.792,80.57600000000001,228.21900000000002,137.776,194.968,34.394,134.181,87.344,171.986,86.527,223.30599999999998,68.509,248.986,127.206,120.195,128.38,130.123,113.0,118.0,106.0
449.0,1796.0,,215.02200000000002,58.785,191.67,50.461000000000006,131.495,129.621,161.224,129.457,138.7,128.245,245.29,116.529,77.37100000000001,109.73,218.56,109.45700000000001,199.611,103.04299999999999,275.846,103.381,127.948,100.29,185.324,96.61399999999999,213.012,94.46799999999999,117.036,96.988,75.388,98.60799999999999,90.193,97.679,248.05599999999998,86.485,110.131,84.844,84.434,91.973,109.648,91.414,170.77,79.493,108.324,78.134,88.521,84.303,181.615,80.342,259.991,76.957,111.539,160.69799999999998,85.728,156.963,43.386,151.606,72.985,153.11,281.897,144.796,121.62200000000001,145.796,212.265,146.023,238.842,145.351,54.033,146.769,41.832,137.363,195.812,80.607,228.21599999999998,137.811,194.977,34.459,134.151,87.30799999999999,171.877,86.65799999999999,223.31599999999997,68.52199999999999,249.11900000000003,127.057,120.165,128.344,130.054,113.01899999999999,,
449.25,1797.0,,215.062,58.778999999999996,191.67,50.449,131.501,129.629,161.22299999999998,129.44,138.668,128.226,245.262,116.5,77.395,109.741,218.662,109.445,199.61,103.031,275.846,103.435,127.79299999999999,100.435,185.329,96.59899999999999,213.00599999999997,94.37200000000001,117.069,97.031,75.396,98.573,90.162,97.69,248.387,86.64399999999999,110.13600000000001,84.803,84.429,91.98,109.594,91.367,170.774,79.419,108.32,78.028,88.50200000000001,84.31700000000001,181.53799999999998,80.281,259.98400000000004,76.97399999999999,111.564,160.69799999999998,85.99,156.996,43.318000000000005,151.608,73.126,153.08700000000002,281.98,144.833,121.719,145.752,212.28599999999997,146.02,238.78,145.297,54.044,146.76,41.863,137.326,195.858,80.605,228.382,137.697,194.93200000000002,34.417,134.171,87.331,171.851,86.64,223.315,68.553,249.05900000000003,127.023,120.179,128.349,130.19299999999998,112.941,,
449.5,1798.0,,215.037,58.777,191.673,50.45399999999999,131.471,129.572,161.243,129.378,138.62,128.22299999999998,245.304,116.48299999999999,77.388,109.7,218.63,109.49799999999999,199.597,103.041,275.836,103.398,127.814,100.359,185.332,96.61,213.165,94.249,116.99600000000001,97.14399999999999,75.432,98.61399999999999,90.19200000000001,97.667,248.118,86.55799999999999,110.141,84.78299999999999,84.413,92.007,109.664,91.314,170.767,79.408,108.163,78.043,88.413,84.285,181.489,80.257,260.01099999999997,76.934,111.585,160.704,86.15899999999999,156.97799999999998,43.12,151.631,73.26100000000001,153.11700000000002,282.06,144.789,122.07799999999999,145.79,212.305,145.998,238.73,145.287,54.07,146.71,41.842,137.304,195.863,80.558,228.488,137.662,194.967,34.41,134.17600000000002,87.32,171.852,86.484,223.31099999999998,68.546,249.166,126.905,120.14399999999999,128.418,130.161,112.992,,
449.75,1799.0,,215.014,58.766000000000005,191.66400000000002,50.431000000000004,131.51,129.452,161.27200000000002,129.415,138.614,128.30200000000002,245.262,116.465,77.35,109.751,218.66400000000002,109.506,199.607,103.10600000000001,275.893,103.46600000000001,128.56799999999998,99.65100000000001,185.342,96.579,213.166,94.25299999999999,117.023,97.064,75.437,98.613,90.225,97.69200000000001,248.092,86.633,110.12299999999999,84.824,84.456,92.012,109.64399999999999,91.354,170.75599999999997,79.421,108.20299999999999,78.056,88.345,84.26899999999999,181.457,80.242,260.04,76.953,111.56,160.628,86.294,157.036,43.223,151.65,73.238,153.13,282.053,144.627,122.005,145.75799999999998,212.317,145.996,238.805,145.381,54.045,146.719,41.799,137.317,195.88,80.538,228.459,137.64700000000002,194.92,34.421,134.173,87.306,171.815,86.47,223.32,68.558,249.291,126.735,120.154,128.45600000000002,130.088,112.99600000000001,,
450.0,1800.0,,215.021,58.763000000000005,191.65400000000002,50.418,131.507,129.623,161.315,129.399,138.60299999999998,128.291,245.331,116.465,77.38,109.781,218.66,109.501,199.58,103.12799999999999,275.902,103.475,128.673,99.619,185.34400000000002,96.536,213.174,94.14299999999999,117.12299999999999,97.10600000000001,75.415,98.61200000000001,90.27,97.723,248.525,86.97,110.11200000000001,84.81,84.45299999999999,92.04700000000001,109.62899999999999,91.37200000000001,170.738,79.475,108.23299999999999,78.13600000000001,88.352,84.24600000000001,181.452,80.186,259.941,77.01,111.444,160.98,86.42,156.995,43.273,151.69,73.116,152.96,282.02299999999997,144.571,122.03399999999999,145.766,212.304,146.02,238.923,145.378,54.04,146.714,41.783,137.33100000000002,195.847,80.555,228.47400000000002,137.658,194.872,34.405,134.218,87.28399999999999,171.80200000000002,86.494,223.393,68.568,249.18900000000002,126.85600000000001,120.22,128.452,129.95600000000002,113.229,,
450.25,1801.0,,214.96,58.802,191.65900000000002,50.418,131.55,129.621,161.357,129.352,138.624,128.255,245.26,116.45299999999999,77.462,109.98700000000001,218.67700000000002,109.488,199.637,103.09899999999999,275.885,103.411,128.658,99.64299999999999,185.329,96.50200000000001,213.139,94.18700000000001,117.08200000000001,97.01299999999999,75.383,98.59700000000001,90.24799999999999,97.741,248.96400000000003,86.954,110.096,84.811,84.46600000000001,92.055,109.618,91.37799999999999,170.71900000000002,79.471,108.22399999999999,77.919,88.351,84.24,181.452,80.21300000000001,260.144,76.889,111.375,160.964,86.491,157.03,43.193999999999996,151.72799999999998,73.156,153.035,282.143,144.52100000000002,121.985,145.695,212.3,145.985,238.956,145.26,53.98,146.667,41.766999999999996,137.299,195.898,80.568,228.52599999999998,137.687,194.797,34.403,134.251,87.277,171.747,86.45299999999999,223.405,68.541,249.19299999999998,126.79299999999999,120.19200000000001,128.486,130.11700000000002,113.044,,
450.5,1802.0,,215.048,58.806000000000004,191.667,50.401,131.58700000000002,129.596,161.349,129.325,138.64700000000002,128.209,245.265,116.402,77.387,109.904,218.769,109.49,199.558,103.079,275.883,103.391,128.597,99.727,185.334,96.48700000000001,213.487,94.16,117.04,97.124,75.399,98.59700000000001,90.25200000000001,97.723,249.178,87.02600000000001,110.096,84.851,84.43700000000001,92.05,109.635,91.389,170.71,79.428,108.16799999999999,77.92,88.38799999999999,84.256,181.50099999999998,80.274,260.092,76.953,111.387,160.98,86.35,157.045,43.027,151.769,73.109,152.89,282.225,144.49,122.056,145.639,212.30200000000002,145.997,238.94400000000002,145.303,53.973,146.627,41.773,137.275,195.907,80.554,228.571,137.607,194.76,34.404,134.261,87.314,171.697,86.43799999999999,223.46599999999998,68.502,249.173,126.785,120.12799999999999,128.322,130.06799999999998,113.205,,
450.75,1803.0,,215.09799999999998,58.797,191.638,50.418,131.60399999999998,129.607,161.388,129.293,138.69799999999998,128.23,245.27599999999998,116.39299999999999,77.337,109.92399999999999,218.863,109.53299999999999,199.577,103.103,275.936,103.45100000000001,128.638,99.787,185.325,96.50200000000001,213.213,94.10700000000001,116.958,97.149,75.382,98.59100000000001,90.29,97.79,248.67700000000002,86.961,110.061,84.833,84.432,92.03,109.682,91.44,170.71400000000003,79.408,108.16,78.01100000000001,88.41,84.291,181.521,80.23899999999999,260.233,76.947,111.397,160.997,86.49700000000001,157.064,43.12,151.785,73.205,152.91899999999998,282.18,144.468,122.11200000000001,145.563,212.28799999999998,145.985,238.942,145.306,53.986000000000004,146.612,41.755,137.257,195.93900000000002,80.503,228.597,137.58700000000002,194.752,34.417,134.276,87.329,171.74099999999999,86.435,223.46599999999998,68.51100000000001,249.16299999999998,126.821,120.18,128.27700000000002,130.111,113.204,,
451.0,1804.0,,215.082,58.793,191.639,50.411,131.626,129.67700000000002,161.361,129.347,138.764,128.207,245.21,116.37299999999999,77.35,109.993,218.94099999999997,109.541,199.56400000000002,103.109,275.914,103.425,128.643,99.74799999999999,185.321,96.495,213.389,94.083,117.009,97.191,75.359,98.583,90.25,97.758,248.055,86.634,110.079,84.85799999999999,84.399,92.071,109.73700000000001,91.52600000000001,170.74599999999998,79.385,108.079,78.035,88.385,84.292,181.524,80.203,260.111,76.97,111.37100000000001,160.965,86.461,157.007,43.298,151.844,73.359,153.05200000000002,282.001,144.54399999999998,122.20100000000001,145.614,212.28799999999998,146.012,238.938,145.44799999999998,53.964,146.556,41.768,137.303,195.985,80.505,228.669,137.589,194.813,34.439,134.28,87.32600000000001,171.765,86.375,223.394,68.533,249.18200000000002,126.79299999999999,120.20700000000001,128.332,130.143,113.186,118.26799999999999,105.465
451.25,1805.0,,215.125,58.809,191.64,50.407,131.571,129.684,161.34799999999998,129.32399999999998,138.72799999999998,128.156,245.25,116.425,77.405,110.024,218.94099999999997,109.52799999999999,199.515,103.1,275.849,103.59899999999999,128.688,99.772,185.322,96.501,213.364,94.01,116.985,97.084,75.355,98.57700000000001,90.32700000000001,97.736,248.29,86.833,110.081,84.897,84.37700000000001,92.085,109.759,91.571,170.673,79.422,108.11,77.926,88.395,84.31200000000001,181.48,80.152,260.142,76.939,111.39299999999999,161.08100000000002,86.569,157.08100000000002,43.287,151.797,73.18,152.93,282.124,144.644,122.197,145.55200000000002,212.28599999999997,146.026,238.9,145.315,53.988,146.572,41.748000000000005,137.284,195.957,80.578,228.65099999999998,137.57,194.829,34.423,134.297,87.325,171.86,86.323,223.373,68.521,249.202,126.728,120.29899999999999,128.469,130.137,113.20200000000001,118.215,105.46
451.5,1806.0,,215.12400000000002,58.833999999999996,191.643,50.418,131.619,129.759,161.347,129.319,138.74200000000002,128.215,245.213,116.397,77.346,109.939,218.882,109.539,199.458,103.135,275.882,103.51700000000001,128.796,99.73,185.295,96.485,213.47299999999998,94.045,117.0,97.087,75.37,98.574,90.315,97.70100000000001,248.22400000000002,86.79700000000001,110.061,84.845,84.37799999999999,92.079,109.794,91.632,170.67,79.417,107.73899999999999,77.791,88.37299999999999,84.339,181.533,80.156,260.026,76.877,111.445,161.118,86.714,157.249,43.434,151.816,73.119,153.036,281.974,144.69799999999998,122.08,145.595,212.298,146.017,238.9,145.359,53.963,146.668,41.748000000000005,137.267,195.945,80.556,228.701,137.537,194.888,34.391999999999996,134.317,87.255,171.825,86.262,223.365,68.546,249.21200000000002,126.78200000000001,120.43299999999999,128.536,130.016,113.24700000000001,118.21,105.51700000000001
451.75,1807.0,,215.04,58.878,191.635,50.434,131.605,129.827,161.37,129.31,138.763,128.21200000000002,245.30200000000002,116.355,77.351,109.994,218.929,109.49,199.43400000000003,103.18,275.85,103.59100000000001,128.86,99.572,185.29,96.48299999999999,213.52,94.07,117.052,97.14399999999999,75.35600000000001,98.6,90.289,97.69,248.09799999999998,86.76,110.085,84.82,84.39200000000001,92.042,109.796,91.59899999999999,170.665,79.4,107.87799999999999,77.882,88.38600000000001,84.35,181.51,80.13600000000001,260.05400000000003,76.836,111.478,161.137,86.625,157.34,43.355,151.785,73.214,153.135,281.944,144.635,122.273,145.585,212.291,146.009,238.924,145.53,53.97,146.584,41.769,137.248,195.955,80.571,228.68099999999998,137.571,194.813,34.385999999999996,134.342,87.255,171.804,86.37700000000001,223.38400000000001,68.52600000000001,249.24599999999998,126.75,120.336,128.71,129.97299999999998,113.323,118.321,105.51
452.0,1808.0,,215.045,58.87,191.623,50.448,131.591,129.82299999999998,161.39700000000002,129.299,138.798,128.184,245.33900000000003,116.359,77.418,110.195,218.894,109.54799999999999,199.46200000000002,103.20200000000001,275.85,103.586,128.86,99.602,185.28799999999998,96.48299999999999,213.544,94.024,116.935,97.277,75.4,98.57799999999999,90.348,97.73200000000001,247.951,86.727,110.06,84.851,84.35799999999999,92.03299999999999,109.77600000000001,91.595,170.61700000000002,79.421,108.06299999999999,77.847,88.37700000000001,84.40899999999999,181.497,80.12,260.077,76.791,111.415,161.168,87.009,157.34,43.382,151.783,73.271,153.047,281.952,144.572,122.167,145.554,212.321,146.005,238.67,145.359,53.965,146.558,41.773999999999994,137.224,195.933,80.546,228.69400000000002,137.614,194.8,34.384,134.34799999999998,87.23899999999999,171.77200000000002,86.425,223.403,68.521,249.248,126.74600000000001,120.196,128.591,129.917,113.35799999999999,118.359,105.581
452.25,1809.0,,215.093,58.88399999999999,191.615,50.45,131.606,129.755,161.425,129.297,138.838,128.139,245.408,116.384,77.45100000000001,110.02799999999999,218.847,109.54899999999999,199.43200000000002,103.171,275.92400000000004,103.671,129.02,99.40700000000001,185.315,96.459,213.62400000000002,93.915,116.711,97.361,75.413,98.57799999999999,90.28200000000001,97.749,248.2,86.76899999999999,110.095,84.859,84.337,92.064,109.76299999999999,91.613,170.601,79.428,107.88600000000001,77.67399999999999,88.385,84.45299999999999,181.554,80.11,259.975,76.828,111.45200000000001,161.085,87.236,157.385,43.262,151.825,73.235,153.121,282.089,144.398,122.251,145.47799999999998,212.34900000000002,145.99,238.68400000000003,145.429,53.95,146.607,41.768,137.257,195.965,80.536,228.679,137.597,194.794,34.364000000000004,134.356,87.26,171.831,86.46799999999999,223.43200000000002,68.507,249.248,126.712,120.07,128.597,129.863,113.44,118.389,105.56299999999999
452.5,1810.0,,215.079,58.895,191.625,50.443999999999996,131.621,129.793,161.407,129.31,138.875,128.111,245.393,116.40299999999999,77.416,110.02600000000001,218.857,109.542,199.424,103.13799999999999,275.954,103.76,128.86,99.541,185.275,96.456,213.47,93.87299999999999,116.693,97.42299999999999,75.39,98.581,90.304,97.76299999999999,248.044,86.78399999999999,110.132,84.82,84.359,92.06700000000001,109.73299999999999,91.447,170.574,79.426,107.795,77.627,88.426,84.51,181.59099999999998,80.133,259.829,76.892,111.553,160.892,87.281,157.369,43.225,151.805,73.163,153.001,282.07599999999996,144.351,122.066,145.455,212.34400000000002,146.015,238.892,145.57399999999998,53.983000000000004,146.665,41.766000000000005,137.259,195.957,80.582,228.793,137.458,194.731,34.39,134.329,87.23700000000001,171.75099999999998,86.49600000000001,223.41,68.507,249.21900000000002,126.647,120.09899999999999,128.541,129.757,113.69,118.339,105.885
452.75,1811.0,,215.09099999999998,58.916000000000004,191.62400000000002,50.443000000000005,131.66,129.85,161.369,129.3,138.863,128.095,245.426,116.35799999999999,77.459,110.024,218.77599999999998,109.52799999999999,199.354,103.208,276.01599999999996,103.804,128.9,99.48899999999999,185.278,96.47200000000001,213.548,93.85,116.67399999999999,97.43700000000001,75.40899999999999,98.585,90.34,97.75299999999999,248.013,86.74799999999999,110.08200000000001,84.86200000000001,84.39299999999999,92.12299999999999,109.743,91.51100000000001,170.58599999999998,79.456,108.105,77.61399999999999,88.39,84.49,181.56599999999997,80.092,259.70799999999997,76.929,111.524,160.939,87.5,157.363,43.39,151.84,72.952,152.739,282.08299999999997,144.395,122.116,145.45,212.32299999999998,146.002,238.362,145.27100000000002,53.93600000000001,146.726,41.773,137.262,196.005,80.512,228.77,137.43200000000002,194.775,34.391,134.32,87.212,171.53799999999998,86.596,223.387,68.52199999999999,249.196,126.656,119.934,128.506,129.82399999999998,113.72200000000001,118.31700000000001,106.11
453.0,1812.0,,215.06900000000002,58.928999999999995,191.608,50.433,131.673,129.77700000000002,161.35,129.27200000000002,138.83700000000002,128.107,245.407,116.338,77.361,110.06,218.75900000000001,109.53399999999999,199.34,103.21600000000001,276.028,103.77600000000001,128.733,99.625,185.28599999999997,96.48299999999999,213.41299999999998,93.836,116.73200000000001,97.314,75.365,98.596,90.309,97.74,248.105,86.766,110.052,84.839,84.391,92.12,109.76299999999999,91.471,170.588,79.486,108.052,77.687,88.389,84.434,181.452,80.045,259.753,76.887,111.484,161.128,87.271,157.336,43.261,151.80200000000002,73.095,153.004,281.941,144.489,122.01799999999999,145.459,212.33599999999998,145.986,238.269,145.295,53.946000000000005,146.765,41.73,137.222,196.028,80.48899999999999,228.774,137.359,194.768,34.404,134.334,87.191,171.442,86.605,223.418,68.51899999999999,249.18,126.681,119.961,128.461,129.81,113.845,118.29,105.898
453.25,1813.0,,215.051,58.917,191.604,50.42100000000001,131.703,129.75799999999998,161.384,129.31799999999998,138.858,128.10399999999998,245.542,116.14399999999999,77.385,110.226,218.9,109.459,199.398,103.22200000000001,276.059,103.757,128.67700000000002,99.685,185.264,96.476,213.562,93.898,116.75200000000001,97.271,75.354,98.58,90.29,97.744,248.046,86.71700000000001,110.053,84.837,84.40799999999999,92.12200000000001,109.751,91.42,170.575,79.491,107.833,77.693,88.35600000000001,84.404,181.396,79.991,259.78,76.97399999999999,111.55799999999999,161.256,87.421,157.201,43.1,151.809,73.206,153.22899999999998,281.868,144.438,122.096,145.471,212.3,145.964,238.132,145.217,53.94,146.792,41.708999999999996,137.25,195.9,80.509,228.778,137.333,194.74200000000002,34.44,134.33700000000002,87.17299999999999,171.489,86.61399999999999,223.42,68.5,249.202,126.67200000000001,119.971,128.40200000000002,129.959,113.59899999999999,118.26899999999999,106.117
453.5,1814.0,,215.08599999999998,58.903999999999996,191.627,50.438,131.756,129.725,161.326,129.259,138.84,128.159,245.481,116.303,77.6,110.535,218.885,109.368,199.577,103.055,276.045,103.70299999999999,128.748,99.635,185.24599999999998,96.459,213.493,94.04799999999999,116.791,97.147,75.344,98.57,90.20299999999999,97.79299999999999,247.847,86.68700000000001,110.03299999999999,84.915,84.34200000000001,92.12200000000001,109.762,91.363,170.579,79.532,107.727,77.696,88.37200000000001,84.38,181.40200000000002,79.975,259.652,76.975,111.616,161.333,87.258,157.211,43.108999999999995,151.817,73.197,153.119,281.832,144.387,122.12299999999999,145.47299999999998,212.27700000000002,145.96200000000002,238.327,145.29,53.95,146.856,41.715,137.218,195.87400000000002,80.54,228.72799999999998,137.334,194.74599999999998,34.47,134.351,87.177,171.546,86.63799999999999,223.42,68.538,249.204,126.74600000000001,119.859,128.365,129.928,113.71799999999999,118.281,105.65299999999999
453.75,1815.0,,215.06400000000002,58.907,191.61700000000002,50.428999999999995,131.687,129.761,161.308,129.244,138.775,128.172,245.606,116.22399999999999,77.61399999999999,110.617,218.843,109.387,199.611,103.075,276.014,103.677,128.813,99.648,185.227,96.46799999999999,213.407,94.079,116.83,97.193,75.316,98.572,90.196,97.786,247.675,86.719,110.01799999999999,84.959,84.29700000000001,92.103,109.75299999999999,91.32600000000001,170.622,79.509,107.785,77.63600000000001,88.428,84.352,181.373,79.931,259.732,76.964,111.50299999999999,161.035,87.435,157.232,43.122,151.834,73.105,153.173,281.77,144.393,122.04700000000001,145.517,212.27900000000002,145.966,238.388,145.286,53.903999999999996,146.78799999999998,41.696999999999996,137.249,195.91400000000002,80.513,228.738,137.28799999999998,194.66,34.518,134.361,87.184,171.472,86.667,223.454,68.491,249.084,126.79,119.84100000000001,128.359,129.899,113.819,118.325,105.818
454.0,1816.0,,215.062,58.93899999999999,191.62599999999998,50.423,131.672,129.736,161.336,129.251,138.768,128.165,245.605,116.12200000000001,77.711,110.665,218.801,109.39,199.6,103.085,276.002,103.62200000000001,128.863,99.51100000000001,185.245,96.475,213.49900000000002,94.07799999999999,116.884,97.21700000000001,75.33,98.62799999999999,90.161,97.777,247.90599999999998,86.79700000000001,110.023,84.98299999999999,84.29799999999999,92.13600000000001,109.709,91.459,170.55599999999998,79.535,107.91799999999999,77.637,88.428,84.34899999999999,181.387,79.92399999999999,259.653,77.015,111.559,161.071,87.544,157.32299999999998,43.144,151.89,72.863,152.909,281.93,144.344,122.021,145.446,212.267,145.955,238.347,145.19899999999998,53.854,146.782,41.693000000000005,137.225,195.929,80.493,228.74200000000002,137.264,194.702,34.486999999999995,134.326,87.167,171.433,86.678,223.44,68.497,248.98,126.81700000000001,119.765,128.37,129.884,113.779,118.39399999999999,105.538
454.25,1817.0,,215.085,58.982,191.63099999999997,50.407,131.675,129.754,161.364,129.197,138.72,128.137,245.521,116.26299999999999,77.828,110.834,218.75799999999998,109.353,199.64700000000002,103.084,275.935,103.63799999999999,128.86700000000002,99.435,185.269,96.46799999999999,213.577,94.00299999999999,116.986,97.289,75.336,98.595,90.197,97.70299999999999,247.56,86.72,110.039,84.91799999999999,84.304,92.135,109.749,91.48299999999999,170.498,79.542,108.068,77.589,88.469,84.374,181.355,79.877,259.64799999999997,77.008,111.38,161.017,87.65700000000001,157.31799999999998,43.2,151.88299999999998,72.875,152.844,282.075,144.14600000000002,121.976,145.515,212.236,145.983,238.294,145.116,53.858999999999995,146.67600000000002,41.711999999999996,137.186,196.017,80.439,228.706,137.343,194.692,34.534,134.361,87.164,171.56400000000002,86.485,223.40099999999998,68.556,248.97099999999998,126.836,119.685,128.39600000000002,129.91,113.63,118.47200000000001,106.009
454.5,1818.0,,215.09400000000002,58.968,191.61900000000003,50.408,131.66,129.597,161.375,129.23,138.686,128.15,245.502,116.14200000000001,77.83,110.897,218.75400000000002,109.417,199.63,103.096,275.949,103.584,128.858,99.41,185.273,96.462,213.395,94.083,117.06700000000001,97.166,75.332,98.61,90.17399999999999,97.686,247.77200000000002,86.729,110.022,84.943,84.25399999999999,92.13600000000001,109.75,91.419,170.50099999999998,79.613,107.95,77.616,88.434,84.397,181.33900000000003,79.887,259.54900000000004,77.04899999999999,111.455,161.202,87.64,157.39,43.231,151.922,72.82,152.525,281.944,144.183,121.98,145.471,212.24599999999998,145.95600000000002,238.377,145.113,53.865,146.791,41.693000000000005,137.16899999999998,196.082,80.344,228.824,137.269,194.672,34.516,134.375,87.13799999999999,171.09,86.853,223.396,68.541,248.868,126.869,119.738,128.34799999999998,129.85399999999998,113.669,118.36,106.111
454.75,1819.0,,215.118,58.985,191.62599999999998,50.395,131.626,129.516,161.393,129.233,138.681,128.136,245.648,115.85700000000001,77.827,110.958,218.775,109.39299999999999,199.53599999999997,103.07,275.95099999999996,103.48700000000001,128.821,99.42299999999999,185.297,96.465,213.373,94.05799999999999,117.036,97.20700000000001,75.36,98.64200000000001,90.132,97.62899999999999,247.581,86.661,109.98899999999999,84.90100000000001,84.28200000000001,92.15299999999999,109.765,91.42299999999999,170.511,79.594,107.963,77.568,88.382,84.439,181.363,79.873,259.589,77.07,111.448,161.252,87.613,157.341,43.157,151.916,72.928,152.64600000000002,281.88,144.267,121.964,145.496,212.237,146.003,238.45,145.155,53.86600000000001,146.795,41.68,137.15,195.896,80.5,228.78,137.303,194.725,34.543,134.414,87.14399999999999,171.105,86.795,223.37599999999998,68.563,248.96099999999998,126.837,119.773,128.28799999999998,129.814,113.598,118.37700000000001,106.13
455.0,1820.0,,214.959,58.983000000000004,191.639,50.411,131.559,129.422,161.43200000000002,129.238,138.691,128.122,245.583,116.039,77.859,110.99799999999999,218.62599999999998,109.53,199.43099999999998,103.13600000000001,275.908,103.56200000000001,128.829,99.427,185.283,96.48100000000001,213.332,94.08,117.11,97.211,75.346,98.65700000000001,90.15299999999999,97.574,247.81799999999998,86.846,109.961,84.948,84.295,92.148,109.649,91.479,170.50799999999998,79.582,107.979,77.645,88.406,84.448,181.36700000000002,79.839,259.677,76.988,111.42299999999999,161.352,87.866,157.398,43.155,151.96,72.922,152.505,281.9,144.269,121.921,145.549,212.235,146.011,238.579,145.313,53.891999999999996,146.692,41.651,137.145,195.905,80.493,228.72299999999998,137.329,194.722,34.516999999999996,134.457,87.14299999999999,170.87900000000002,86.954,223.37900000000002,68.55199999999999,248.908,126.902,119.84100000000001,128.36,129.901,113.488,118.374,106.315
455.25,1821.0,,215.002,58.956,191.646,50.388999999999996,131.57,129.35299999999998,161.404,129.247,138.704,128.144,245.63099999999997,115.944,77.934,111.275,218.732,109.434,199.45,103.024,275.855,103.54899999999999,128.84,99.39,185.264,96.48700000000001,213.308,94.115,117.072,97.34700000000001,75.348,98.631,90.163,97.57700000000001,248.26,86.978,109.98,84.936,84.339,92.163,109.73899999999999,91.426,170.488,79.613,108.065,77.699,88.34700000000001,84.404,181.394,79.843,259.67900000000003,76.882,111.37899999999999,161.366,87.837,157.468,43.146,151.99200000000002,73.128,152.82299999999998,281.945,144.371,121.79700000000001,145.503,212.264,146.014,238.37099999999998,145.311,53.943999999999996,146.67700000000002,41.672,137.134,195.865,80.5,228.755,137.346,194.783,34.454,134.42700000000002,87.13600000000001,171.07299999999998,86.809,223.385,68.554,248.894,126.865,119.79299999999999,128.444,129.97299999999998,113.417,118.50299999999999,106.399
