TimesH,Frame,NoMissing,61,61,63,63,74,74,78,78,79,79,126,126,129,129,135,135,139,139,140,140,141,141,150,150,161,161,165,165,178,178,181,181,184,184,189,189,211,211,215,215,219,219,220,220,223,223,229,229,234,234,235,235,236,236,245,245,263,263,271,271,282,282,284,284,292,292,300,300,311,311,319,319,322,322,326,326,328,328,330,330,351,351,356,356,363,363,367,367,500,500,515,515,524,524,542,542,564,564,572,572,622,622,708,708,958,958
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
96.75,387.0,,126.999,49.788999999999994,242.35299999999998,51.324,183.511,52.325,214.838,55.651,252.713,58.147,253.49099999999999,71.352,131.454,74.773,115.68,82.29799999999999,83.541,82.345,138.16299999999998,78.211,187.78799999999998,78.48100000000001,98.959,84.426,250.60299999999998,90.831,237.03,93.23299999999999,142.121,89.80799999999999,54.159,98.693,179.513,82.689,277.177,100.319,97.574,107.335,116.179,100.044,254.442,109.07600000000001,270.55,112.115,236.701,105.743,103.946,112.17200000000001,52.575,113.08,250.955,116.00399999999999,222.107,112.405,107.932,118.25200000000001,90.43700000000001,122.86200000000001,37.053000000000004,126.448,258.689,134.20600000000002,87.99799999999999,129.32399999999998,63.946999999999996,137.4,267.092,138.025,91.315,137.43200000000002,260.135,142.569,88.01799999999999,146.297,249.84,142.15,48.968,141.688,34.801,148.842,288.934,152.804,237.785,148.188,47.778999999999996,150.991,264.88,151.725,230.604,8.498,97.139,15.265,190.852,13.994000000000002,113.353,23.561999999999998,68.764,69.696,225.908,100.051,233.46,112.97399999999999,201.423,81.457,133.583,111.15
97.0,388.0,,126.99799999999999,49.897,242.325,51.354,183.549,52.379,214.94400000000002,55.551,252.792,58.04600000000001,253.49599999999998,71.321,131.43,74.77,115.699,82.27799999999999,83.56200000000001,82.367,138.139,78.241,187.75099999999998,78.435,98.931,84.446,250.607,90.822,237.035,93.23,142.08700000000002,89.81200000000001,54.163000000000004,98.729,179.429,82.565,277.247,100.322,97.51799999999999,107.507,116.126,100.12100000000001,254.477,108.988,270.35400000000004,112.12899999999999,236.72,105.76899999999999,103.92299999999999,112.21,52.551,113.11399999999999,250.96400000000003,116.20299999999999,222.063,112.402,108.126,118.09700000000001,90.595,122.90700000000001,37.194,126.36399999999999,258.756,134.186,88.01899999999999,129.305,63.893,137.376,266.937,137.953,91.34700000000001,137.42600000000002,260.118,142.579,88.081,146.27100000000002,249.747,142.17700000000002,48.933,141.52100000000002,34.622,148.741,288.981,152.869,237.796,148.14,47.747,150.996,264.998,151.651,230.75400000000002,8.517999999999999,97.19200000000001,15.255,190.826,13.782,113.625,23.403000000000002,68.77600000000001,69.697,225.90200000000002,100.036,233.437,112.93799999999999,201.386,81.443,133.56799999999998,111.12299999999999
97.25,389.0,,127.012,49.788999999999994,242.333,51.42,183.595,52.38,214.93900000000002,55.647,252.649,58.159,253.47799999999998,71.361,131.4,74.831,115.684,82.25399999999999,83.56299999999999,82.35,138.144,78.138,187.824,78.515,98.915,84.42399999999999,250.632,90.807,237.074,93.225,142.08,89.694,54.211999999999996,98.649,179.456,82.557,277.289,100.26299999999999,97.529,107.48100000000001,116.073,100.016,254.43400000000003,108.975,270.184,112.18799999999999,236.641,105.669,103.76100000000001,112.156,52.526,113.12700000000001,250.99900000000002,116.26299999999999,222.07299999999998,112.37799999999999,108.096,118.094,90.584,122.81,36.941,126.36399999999999,258.73900000000003,134.018,88.015,129.334,63.75899999999999,137.416,266.967,138.039,91.315,137.406,260.112,142.583,88.02,146.253,249.65200000000002,142.20600000000002,49.016000000000005,141.47,35.037,148.724,288.922,152.869,237.88400000000001,148.139,47.707,151.002,265.002,151.69899999999998,230.62099999999998,8.469,97.073,15.235999999999999,190.745,13.738,113.38799999999999,23.564,68.828,69.719,225.90400000000002,100.059,233.41299999999998,112.93799999999999,201.50799999999998,81.325,133.534,111.126
97.5,390.0,,127.037,49.67100000000001,242.293,51.445,183.81799999999998,52.501999999999995,214.862,55.593,252.769,58.106,253.484,71.306,131.385,74.791,115.652,82.21700000000001,83.566,82.38799999999999,138.097,77.874,187.895,78.577,98.94200000000001,84.509,250.615,90.82600000000001,237.097,93.22399999999999,142.08700000000002,89.664,54.13399999999999,98.602,179.535,82.66799999999999,277.26,100.234,97.48100000000001,107.436,115.97200000000001,100.038,254.50599999999997,109.012,270.14099999999996,112.221,236.696,105.75299999999999,103.735,112.182,52.527,113.113,250.955,116.585,222.08599999999998,112.37,108.068,118.169,90.60700000000001,122.83200000000001,36.628,126.432,258.634,134.123,88.01,129.339,63.791000000000004,137.39600000000002,267.022,138.077,91.318,137.39600000000002,260.001,142.441,88.02600000000001,146.216,249.62599999999998,142.267,49.025,141.475,34.961,148.725,288.866,152.85,237.81,148.058,47.708999999999996,150.993,265.038,151.595,230.37099999999998,8.238,97.01299999999999,15.289000000000001,190.745,13.808,113.316,23.528000000000002,68.824,69.65100000000001,225.90599999999998,100.089,233.452,112.89399999999999,201.60299999999998,81.264,133.606,111.101
97.75,391.0,,127.066,49.725,242.235,51.449,183.771,52.343,214.80900000000003,55.625,252.933,57.964,253.43200000000002,71.337,131.328,74.783,115.63799999999999,82.18799999999999,83.583,82.36200000000001,138.09,77.896,187.899,78.497,98.965,84.476,250.618,90.779,237.13299999999998,93.196,142.119,89.712,54.145,98.546,179.543,82.655,277.185,100.35700000000001,97.531,107.385,115.914,100.162,254.467,108.93700000000001,270.175,112.22,236.735,105.76299999999999,103.568,112.164,52.426,113.113,250.953,116.60600000000001,222.058,112.37700000000001,107.838,118.36200000000001,90.635,122.78399999999999,36.851,126.37899999999999,258.702,133.957,88.01799999999999,129.374,63.748000000000005,137.439,267.20599999999996,138.127,91.30799999999999,137.395,259.936,142.395,88.06200000000001,146.172,249.668,142.25799999999998,48.966,141.333,35.246,148.685,288.85900000000004,152.881,237.808,148.03799999999998,47.653,150.98,265.002,151.549,230.65400000000002,8.6,96.875,15.205,190.655,13.842,113.458,23.590999999999998,68.842,69.58,225.893,100.084,233.458,112.89399999999999,201.602,81.203,133.567,111.14299999999999
98.0,392.0,,127.061,49.655,242.322,51.468999999999994,183.81599999999997,52.284,214.805,55.568000000000005,252.935,58.022,253.49099999999999,71.35600000000001,131.33100000000002,74.696,115.667,82.223,83.59200000000001,82.36200000000001,138.033,77.79899999999999,187.85,78.459,99.00200000000001,84.552,250.662,90.75399999999999,237.171,93.2,142.111,89.70299999999999,54.125,98.50299999999999,179.56099999999998,82.613,277.151,100.34200000000001,97.48299999999999,107.381,115.912,100.102,254.43200000000002,108.978,270.132,112.19,236.792,105.835,103.575,112.184,52.431999999999995,113.119,250.91400000000002,116.848,222.049,112.355,107.44200000000001,118.7,90.59200000000001,122.744,37.067,126.27,258.663,134.179,88.04299999999999,129.264,63.848,137.378,267.113,137.928,91.354,137.386,259.869,142.464,88.031,146.132,249.671,142.216,48.912,141.39600000000002,35.245,148.686,288.842,152.851,237.87400000000002,148.037,47.695,150.939,265.073,151.564,230.625,8.575,96.9,15.169,190.769,13.867,113.37100000000001,23.601999999999997,68.855,69.58,225.88099999999997,100.051,233.497,112.84700000000001,201.581,81.244,133.512,111.137
98.25,393.0,,126.99700000000001,49.718999999999994,242.27900000000002,51.426,183.942,52.376000000000005,214.825,55.604,252.968,57.869,253.525,71.322,131.233,74.56,115.751,82.382,83.62299999999999,82.336,138.072,77.997,187.86,78.432,98.884,84.436,250.59,90.742,237.19799999999998,93.185,142.118,89.679,54.131,98.54299999999999,179.55700000000002,82.556,277.233,100.161,97.46,107.43799999999999,115.84700000000001,100.13,254.517,108.95299999999999,270.22,112.18,236.791,105.848,103.56700000000001,112.186,52.47,113.103,250.93200000000002,116.876,222.051,112.375,107.397,118.794,90.585,122.705,37.001999999999995,126.294,258.515,134.579,88.11,129.263,63.766000000000005,137.341,267.085,137.849,91.32600000000001,137.404,259.915,142.469,87.955,146.154,249.687,142.257,48.98,141.546,35.0,149.0,288.897,152.833,237.87,148.03799999999998,47.692,150.945,265.08099999999996,151.497,230.79,8.609,96.697,15.081,190.83,13.895999999999999,113.26899999999999,23.631,68.914,69.70100000000001,225.898,100.039,233.498,112.81299999999999,201.59099999999998,81.36,133.493,111.219
98.5,394.0,,126.995,49.78,242.271,51.381,183.9,52.336999999999996,214.81799999999998,55.518,253.025,57.883,253.528,71.327,131.165,74.42699999999999,115.743,82.459,83.583,82.36399999999999,138.1,77.921,187.86700000000002,78.457,98.76700000000001,84.369,250.649,90.73899999999999,237.18,93.17299999999999,142.116,89.685,54.206,98.488,179.532,82.507,277.274,100.132,97.426,107.425,115.846,100.17200000000001,254.555,108.89399999999999,270.168,112.15899999999999,236.855,105.89399999999999,103.677,112.208,52.513999999999996,113.09,250.95,116.915,222.02200000000002,112.38799999999999,107.315,118.835,90.573,122.693,37.042,126.18700000000001,258.785,134.062,88.031,129.338,63.628,137.415,267.10400000000004,137.597,91.40100000000001,137.43,260.02299999999997,142.531,87.999,146.16,249.706,142.234,48.948,141.556,34.453,148.55,288.862,152.855,237.755,148.029,47.693999999999996,150.952,265.124,151.43200000000002,230.707,8.619,96.802,15.029000000000002,190.797,13.874,113.145,23.655,68.949,69.711,225.89,100.024,233.488,112.76,201.47799999999998,81.419,133.531,111.175
98.75,395.0,,126.994,49.888000000000005,242.33,51.43600000000001,183.96200000000002,52.288000000000004,214.888,55.463,253.123,57.865,253.50099999999998,71.329,131.138,74.417,115.79299999999999,82.57,83.631,82.383,138.207,77.874,187.804,78.403,98.83200000000001,84.477,250.63400000000001,90.74600000000001,237.197,93.175,142.109,89.57799999999999,54.195,98.546,179.505,82.48100000000001,277.194,100.171,97.41,107.375,115.87799999999999,100.156,254.516,108.773,270.249,112.094,236.75400000000002,105.78399999999999,103.75299999999999,112.205,52.56,113.06299999999999,250.96599999999998,116.89200000000001,222.05700000000002,112.375,107.167,119.039,90.51899999999999,122.65,37.245,126.111,258.715,134.27200000000002,88.09299999999999,129.321,63.681999999999995,137.444,267.111,137.796,91.445,137.40200000000002,260.118,142.664,87.973,146.1,249.667,142.282,48.916000000000004,141.491,34.366,148.535,288.872,152.782,237.80200000000002,148.007,47.66,150.955,265.248,151.481,230.851,8.718,96.81200000000001,15.177999999999999,190.757,14.052,113.22,23.654,69.01100000000001,69.686,225.903,100.061,233.642,112.775,201.46599999999998,81.41,133.515,111.12799999999999
99.0,396.0,,126.995,49.924,242.30599999999998,51.363,183.99599999999998,52.262,214.845,55.426,253.02599999999998,57.9,253.533,71.343,131.139,74.703,115.788,82.648,83.693,82.368,138.184,77.919,187.78,78.359,98.773,84.52799999999999,250.601,90.73200000000001,237.185,93.18299999999999,142.118,89.60799999999999,54.208,98.572,179.507,82.441,277.224,100.15299999999999,97.459,107.465,115.89299999999999,99.986,254.592,108.766,270.068,112.11399999999999,236.732,105.848,103.68799999999999,112.163,52.576,113.079,250.946,117.02799999999999,222.00900000000001,112.33,107.147,119.046,90.51700000000001,122.58,37.152,126.04299999999999,258.638,134.637,88.11399999999999,129.333,63.602,137.494,267.274,137.891,91.447,137.372,260.106,142.624,87.959,146.12,249.59599999999998,142.322,48.919,141.502,34.335,148.484,288.856,152.792,237.82299999999998,147.964,47.659,150.994,265.296,151.39600000000002,230.826,8.744,96.81,15.224,190.828,14.019,113.214,23.641,69.012,69.679,225.912,100.027,233.63,112.83,201.6,81.367,133.556,111.13
99.25,397.0,,126.916,49.96,242.32,51.386,184.07,52.309,214.795,55.451,252.99599999999998,57.975,253.521,71.321,131.14,74.55199999999999,115.775,82.693,83.76700000000001,82.4,138.196,77.95,187.773,78.376,98.76799999999999,84.51700000000001,250.576,90.74600000000001,237.15099999999998,93.186,142.07,89.53399999999999,54.235,98.546,179.502,82.431,277.128,100.265,97.441,107.367,115.899,99.902,254.614,108.824,270.077,112.15899999999999,236.78900000000002,105.855,103.681,112.14399999999999,52.597,113.079,250.96599999999998,117.118,221.96200000000002,112.35700000000001,107.229,118.958,90.427,122.527,37.247,126.03399999999999,258.644,134.726,88.18299999999999,129.386,63.589,137.52100000000002,267.373,137.959,91.479,137.358,260.13,142.643,87.994,146.195,249.52700000000002,142.299,49.053000000000004,141.254,35.505,148.639,288.79900000000004,152.806,237.80200000000002,147.944,47.711999999999996,151.04399999999998,265.297,151.476,230.787,8.726,96.83,15.341,190.733,14.055,113.31700000000001,23.576,68.98899999999999,69.669,225.887,100.01700000000001,233.61700000000002,112.824,201.43200000000002,81.50399999999999,133.606,111.12299999999999
99.5,398.0,,127.012,49.751000000000005,242.334,51.394,184.111,52.275,214.731,55.478,253.076,57.902,253.56799999999998,71.303,131.054,74.35600000000001,115.774,82.70100000000001,83.795,82.397,138.159,77.793,187.77200000000002,78.37899999999999,98.802,84.49,250.605,90.708,237.16400000000002,93.23200000000001,142.064,89.56,54.17100000000001,98.53,179.417,82.415,277.08,100.29799999999999,97.469,107.374,115.929,99.82799999999999,254.58599999999998,108.779,270.137,112.137,236.812,105.86399999999999,103.745,112.13600000000001,52.588,113.096,250.979,117.021,221.949,112.37799999999999,107.28,118.89,90.304,122.419,37.588,125.74700000000001,258.678,134.849,88.228,129.374,63.604,137.526,267.245,138.034,91.479,137.35,260.14799999999997,142.714,87.99600000000001,146.162,249.546,142.286,48.992,141.406,34.992,148.563,288.835,152.894,237.707,147.915,47.705,151.029,265.358,151.545,230.86700000000002,8.686,96.83,15.1,190.64700000000002,14.042,113.169,23.605,68.938,69.65899999999999,225.87599999999998,100.024,233.581,112.781,201.40599999999998,81.505,133.72,111.14200000000001
99.75,399.0,,127.04899999999999,49.768,242.393,51.376999999999995,184.143,52.266999999999996,214.683,55.495,252.893,58.013000000000005,253.546,71.327,131.108,74.393,115.81700000000001,82.757,83.88799999999999,82.398,138.317,77.994,187.713,78.182,98.723,84.381,250.58700000000002,90.69,237.178,93.236,142.125,89.509,54.153,98.565,179.364,82.35,277.14,100.255,97.454,107.38600000000001,115.941,99.90100000000001,254.57,108.70200000000001,270.312,112.11399999999999,236.79,105.83200000000001,103.735,112.126,52.586000000000006,113.09200000000001,250.984,117.1,221.935,112.338,107.40899999999999,118.786,90.27799999999999,122.471,37.328,125.88799999999999,258.689,134.811,88.212,129.509,63.718,137.481,267.214,138.226,91.5,137.32399999999998,260.108,142.654,87.934,146.07399999999998,249.56,142.296,49.091,141.178,34.471,148.564,288.86400000000003,152.965,237.68099999999998,147.882,47.623000000000005,151.053,265.289,151.503,230.56099999999998,8.456,96.851,15.152000000000001,190.675,14.09,113.115,23.631999999999998,68.94,69.554,225.888,100.059,233.484,112.77799999999999,201.31599999999997,81.555,133.593,111.055
100.0,400.0,,127.01700000000001,49.703,242.41299999999998,51.358999999999995,184.24,52.255,214.696,55.513000000000005,252.828,57.981,253.53400000000002,71.274,131.072,74.418,115.86399999999999,82.895,83.822,82.4,138.22299999999998,77.858,187.74599999999998,78.19800000000001,98.766,84.478,250.56599999999997,90.697,237.136,93.244,142.09,89.51899999999999,54.18899999999999,98.598,179.36700000000002,82.271,277.2,100.178,97.51299999999999,107.29899999999999,115.912,99.777,254.47099999999998,108.475,270.135,112.137,236.771,105.82700000000001,103.694,112.14200000000001,52.576,113.1,250.975,117.24600000000001,221.91099999999997,112.37200000000001,108.057,118.14399999999999,90.322,122.555,37.208,125.96799999999999,258.33099999999996,135.123,88.194,129.523,63.763000000000005,137.412,267.172,138.266,91.48899999999999,137.303,260.2,142.811,87.911,146.031,249.549,142.263,49.00899999999999,141.392,34.463,148.607,288.835,152.899,237.66,147.813,47.66,151.04,265.399,151.529,230.554,8.373,97.02,15.282,190.765,14.104000000000001,113.075,23.596,68.89399999999999,69.53,225.90200000000002,100.041,233.485,112.79,201.345,81.626,133.523,111.01
100.25,401.0,,127.01100000000001,49.669,242.37599999999998,51.297,184.37,52.297,214.888,55.461000000000006,252.94299999999998,57.867,253.555,71.3,131.02100000000002,74.605,115.86399999999999,82.926,83.90799999999999,82.426,138.306,77.954,187.801,78.141,98.77600000000001,84.419,250.554,90.634,237.13,93.25200000000001,142.069,89.501,54.181000000000004,98.56700000000001,179.34900000000002,82.311,277.17900000000003,100.23100000000001,97.495,107.223,115.928,99.76799999999999,254.463,108.501,269.875,112.205,236.8,105.806,103.65700000000001,112.137,52.567,113.056,250.987,117.415,221.878,112.352,108.039,118.197,90.23299999999999,122.52600000000001,37.39,125.93,258.783,134.81799999999998,88.12799999999999,129.484,63.673,137.408,267.279,138.237,91.50299999999999,137.316,260.276,142.77700000000002,87.947,146.139,249.52200000000002,142.28799999999998,48.966,141.561,34.799,148.69799999999998,288.811,152.982,237.673,147.846,47.64,151.04399999999998,265.358,151.513,230.51,8.457,96.986,15.456,190.86700000000002,14.145,113.115,23.578000000000003,68.899,69.45,225.899,100.037,233.49,112.86,201.429,81.54,133.45,110.971
100.5,402.0,,127.01899999999999,49.748999999999995,242.35,51.201,184.364,52.372,214.907,55.45,253.1,57.781000000000006,253.558,71.305,131.07299999999998,74.51899999999999,115.93799999999999,82.98100000000001,83.928,82.425,138.336,77.855,187.83900000000003,78.17,98.741,84.37700000000001,250.565,90.61399999999999,237.14700000000002,93.23100000000001,142.007,89.421,54.253,98.645,179.34599999999998,82.26799999999999,277.314,100.094,97.47399999999999,107.29700000000001,115.889,99.78299999999999,254.388,108.45100000000001,269.85,112.249,236.747,105.78200000000001,103.699,112.132,52.537,113.045,250.998,117.325,221.893,112.375,107.992,118.09,90.191,122.39,37.618,125.89200000000001,258.687,134.668,88.17,129.506,63.666000000000004,137.4,267.282,138.319,91.495,137.309,260.302,142.787,87.92399999999999,146.127,249.505,142.336,49.05,141.555,34.546,148.713,288.819,153.056,237.66299999999998,147.828,47.603,151.023,265.327,151.588,230.49900000000002,8.398,97.15,15.655,190.937,14.214,113.06200000000001,23.669,68.915,69.517,225.917,100.053,233.433,112.835,201.438,81.593,133.255,110.92299999999999
100.75,403.0,,126.99600000000001,49.765,242.412,51.17100000000001,184.392,52.31,214.96599999999998,55.434,253.278,57.801,253.575,71.285,131.066,74.247,116.01,82.976,84.014,82.41,138.41299999999998,77.884,187.81099999999998,78.053,98.76299999999999,84.321,250.56,90.605,237.19,93.24,142.028,89.295,54.218999999999994,98.64200000000001,179.273,82.164,277.315,99.98299999999999,97.42,107.316,115.885,99.906,254.37900000000002,108.40899999999999,269.874,112.214,236.68900000000002,105.70100000000001,103.575,112.089,52.507,113.001,251.019,117.25,221.878,112.323,109.06299999999999,117.171,90.095,122.37200000000001,37.74,125.773,258.685,134.589,88.081,129.571,63.525,137.483,267.41900000000004,138.105,91.51100000000001,137.313,260.29,142.739,87.95700000000001,146.094,249.498,142.308,48.985,141.589,34.714,148.781,288.855,153.025,237.65900000000002,147.88299999999998,47.626000000000005,151.072,265.281,151.596,230.50099999999998,8.344,97.10600000000001,15.663,191.033,14.384,113.044,23.753,68.959,69.51100000000001,225.903,100.039,233.479,112.875,201.40599999999998,81.632,133.235,110.902
101.0,404.0,,127.035,49.655,242.398,51.181000000000004,184.47799999999998,52.253,214.967,55.435,253.271,57.748000000000005,253.52900000000002,71.27600000000001,131.019,74.257,115.979,82.958,83.986,82.37,138.474,77.77600000000001,187.86599999999999,78.027,98.735,84.27799999999999,250.562,90.602,237.203,93.258,142.012,89.44200000000001,54.215,98.759,179.24099999999999,82.12899999999999,277.397,99.963,97.444,107.387,115.839,99.816,254.333,108.31200000000001,269.943,112.2,236.725,105.671,103.557,112.07600000000001,52.533,112.999,250.981,117.34299999999999,221.889,112.28200000000001,108.259,117.83200000000001,90.056,122.40899999999999,37.576,125.863,258.887,133.93,88.085,129.609,63.391999999999996,137.55200000000002,267.366,137.678,91.56,137.319,260.397,142.778,88.01299999999999,146.141,249.50099999999998,142.31799999999998,48.942,141.484,34.469,148.664,288.882,153.01,237.766,147.811,47.632,151.049,265.355,151.567,230.382,8.238999999999999,97.012,15.28,191.335,14.559000000000001,113.01,23.734,68.93,69.605,225.924,100.055,233.554,112.876,201.49,81.558,133.304,110.926
101.25,405.0,,127.045,49.57899999999999,242.412,51.177,184.51,52.235,214.975,55.442,253.44799999999998,57.735,253.477,71.28399999999999,131.03799999999998,74.17,116.035,83.042,84.00399999999999,82.40100000000001,138.465,77.65899999999999,187.83900000000003,77.976,98.719,84.309,250.548,90.60600000000001,237.21900000000002,93.275,141.921,89.417,54.214,98.815,179.343,82.12299999999999,277.406,99.912,97.39399999999999,107.435,115.876,99.773,254.34099999999998,108.352,269.944,112.20299999999999,236.76,105.72,103.49600000000001,112.08,52.518,112.975,251.00099999999998,117.27799999999999,221.905,112.32,108.101,118.03399999999999,89.99,122.38600000000001,37.354,126.08200000000001,258.875,133.718,88.079,129.595,63.515,137.546,267.29900000000004,137.65,91.572,137.335,260.528,142.971,88.01,146.213,249.542,142.329,48.915,141.339,34.723,148.71200000000002,288.91200000000003,153.05200000000002,237.726,147.815,47.589,151.014,265.36,151.55700000000002,230.42,8.385,97.025,15.22,191.456,14.539000000000001,113.007,23.778000000000002,68.98899999999999,69.569,225.907,100.045,233.40900000000002,112.83,201.49099999999999,81.56,133.46200000000002,110.943
101.5,406.0,,127.09200000000001,49.661,242.345,51.138000000000005,184.545,52.123000000000005,214.882,55.425,253.238,57.883,253.528,71.166,131.129,73.997,116.03299999999999,83.01,83.99600000000001,82.432,138.546,77.817,187.83700000000002,77.891,98.82799999999999,84.32600000000001,250.58700000000002,90.596,237.231,93.265,141.905,89.48,54.201,98.766,179.393,82.06299999999999,277.491,99.869,97.40799999999999,107.456,115.9,99.712,254.36599999999999,108.50399999999999,269.92900000000003,112.191,236.722,105.631,103.527,112.024,52.568000000000005,112.963,251.014,117.411,221.877,112.295,108.04,118.102,90.01700000000001,122.31299999999999,37.564,125.99799999999999,258.522,134.07299999999998,88.083,129.643,63.665,137.472,267.27299999999997,137.657,91.499,137.35,260.472,142.901,87.97399999999999,146.204,249.467,142.319,48.912,141.38,34.832,148.79399999999998,288.904,153.07399999999998,237.75599999999997,147.85399999999998,47.629,150.989,265.481,151.605,230.65599999999998,8.533999999999999,96.934,14.879000000000001,191.407,14.529000000000002,113.01299999999999,23.803,68.977,69.683,225.919,100.06700000000001,233.375,112.896,201.445,81.664,133.641,110.99799999999999
101.75,407.0,,127.104,49.577,242.312,51.11600000000001,184.58599999999998,52.141000000000005,214.82,55.425,253.118,57.848,253.49900000000002,71.20100000000001,131.164,74.12899999999999,116.03200000000001,83.015,84.009,82.46799999999999,138.343,77.582,187.862,77.957,98.85700000000001,84.301,250.577,90.6,237.22099999999998,93.302,141.90200000000002,89.166,54.215,98.786,179.39,82.084,277.567,99.959,97.40100000000001,107.49700000000001,115.9,99.792,254.268,108.40700000000001,270.014,112.21799999999999,236.734,105.605,103.508,112.083,52.54600000000001,112.954,251.03900000000002,117.461,221.91299999999998,112.275,108.15700000000001,117.96600000000001,90.023,122.286,37.586,126.0,258.384,134.00799999999998,88.094,129.63299999999998,63.549,137.543,267.291,137.686,91.49799999999999,137.328,260.459,142.89700000000002,88.005,146.131,249.46900000000002,142.316,48.941,141.514,35.137,148.851,288.871,153.1,237.762,147.859,47.617,151.032,265.617,151.64600000000002,230.56799999999998,8.477,96.885,14.944,191.643,14.747,113.059,23.862,69.006,69.64399999999999,225.929,100.064,233.43099999999998,112.93299999999999,201.487,81.685,133.588,110.977
102.0,408.0,,127.04899999999999,49.505,242.273,51.078,184.68400000000003,52.155,214.83900000000003,55.433,253.235,57.791000000000004,253.49099999999999,71.194,131.121,73.982,116.055,83.08200000000001,84.01299999999999,82.43299999999999,138.286,77.475,187.872,77.965,98.786,84.29299999999999,250.543,90.586,237.213,93.28399999999999,141.851,89.229,54.167,98.874,179.27599999999998,81.98700000000001,277.517,99.977,97.37299999999999,107.46,115.795,99.75200000000001,254.299,108.432,269.988,112.185,236.77700000000002,105.64399999999999,103.574,112.061,52.523999999999994,112.976,250.956,117.60600000000001,221.933,112.22399999999999,108.272,117.91,90.027,122.205,37.777,125.853,258.492,133.91899999999998,88.12700000000001,129.642,63.577,137.53,267.501,137.428,91.499,137.32,260.618,143.077,88.06700000000001,146.166,249.447,142.32,48.942,141.644,35.513000000000005,148.872,288.926,153.112,237.825,147.806,47.626999999999995,151.029,265.638,151.58700000000002,230.428,8.226,96.835,15.0,192.043,14.888,113.031,23.826,69.054,69.507,225.93900000000002,100.065,233.403,112.916,201.40599999999998,81.742,133.43200000000002,110.90799999999999
102.25,409.0,,127.06,49.435,242.331,51.022,184.775,52.143,214.895,55.387,253.237,57.73,253.49599999999998,71.186,131.127,74.13,116.06299999999999,83.037,83.97399999999999,82.40700000000001,138.303,77.53,187.88099999999997,78.036,98.78200000000001,84.21700000000001,250.547,90.574,237.28900000000002,93.31299999999999,141.903,89.006,54.18899999999999,98.883,179.29,81.913,277.53700000000003,99.947,97.391,107.48,115.735,99.64399999999999,254.28799999999998,108.395,269.99,112.199,236.697,105.571,103.661,112.042,52.538000000000004,112.965,250.995,117.58,221.922,112.214,108.23700000000001,117.905,90.039,122.167,37.56,125.96,258.56,133.866,88.14200000000001,129.57299999999998,63.448,137.57299999999998,267.795,137.014,91.508,137.326,260.634,143.088,88.088,146.233,249.489,142.352,48.833999999999996,141.375,34.983000000000004,148.76,288.95099999999996,153.093,237.753,147.887,47.637,151.046,265.654,151.493,230.4,8.215,,,191.72099999999998,14.767000000000001,112.988,23.829,69.046,69.437,225.954,100.055,233.363,112.92299999999999,201.43400000000003,81.705,133.494,110.82
102.5,410.0,,127.12799999999999,49.474,242.40400000000002,50.975,184.826,52.091,214.959,55.385,253.34599999999998,57.632,253.49900000000002,71.209,131.184,74.26100000000001,115.995,83.03399999999999,83.96799999999999,82.40700000000001,138.283,77.605,187.903,78.0,98.721,84.245,250.52700000000002,90.53,237.257,93.331,141.872,88.971,54.213,98.869,179.325,81.896,277.495,99.93,97.45100000000001,107.46600000000001,115.73200000000001,99.626,254.25,108.25,269.944,112.303,236.695,105.557,103.62299999999999,112.03,52.519,112.97,250.88299999999998,117.59,221.87099999999998,112.184,108.119,117.955,90.06299999999999,122.131,37.474000000000004,126.01700000000001,258.553,133.64700000000002,88.11200000000001,129.638,63.0,138.0,267.711,137.097,91.48200000000001,137.291,260.682,143.119,88.04299999999999,146.194,249.454,142.347,48.872,141.477,34.91,148.785,288.947,153.078,237.812,147.864,47.648999999999994,151.064,265.666,151.475,230.333,8.076,,,191.66400000000002,14.714,113.005,23.816999999999997,69.08,69.479,225.958,100.015,233.391,112.93299999999999,201.511,81.628,133.513,110.859
