TimesH,Frame,NoMissing,3,3,8,8,11,11,13,13,14,14,37,37,38,38,39,39,42,42,48,48,59,59,60,60,77,77,79,79,82,82,94,94,108,108,110,110,118,118,121,121,140,140,151,151,153,153,161,161,166,166,176,176,183,183,187,187,194,194,207,207,210,210,212,212,213,213,215,215,219,219,227,227,239,239,298,298,375,375,423,423,433,433,456,456,468,468,473,473,475,475,480,480,502,502,520,520,612,612,640,640,695,695,1004,1004,1418,1418,1503,1503,1658,1658,1716,1716,1846,1846,2015,2015,2141,2141,2289,2289
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
477.0,1908.0,,127.714,108.70299999999999,108.705,110.926,252.34099999999998,105.029,119.18700000000001,109.68799999999999,226.505,103.98,150.502,116.2,101.307,121.133,142.03,118.277,135.465,122.46600000000001,101.319,113.87,206.168,81.492,137.96200000000002,86.208,128.067,82.62299999999999,188.949,82.455,102.167,82.186,206.03,99.59700000000001,121.473,94.663,257.70799999999997,90.338,193.002,97.853,124.50200000000001,102.47,233.016,135.214,137.844,142.091,95.66,143.816,212.142,151.446,121.38600000000001,156.377,159.789,148.363,221.752,147.997,212.989,125.853,79.414,130.748,211.753,117.26799999999999,313.108,128.52,71.702,126.34,205.32,127.03,198.567,123.89399999999999,243.484,133.582,207.96,135.645,197.59900000000002,132.289,251.03900000000002,160.584,238.179,35.703,215.76,65.173,103.314,61.382,208.317,71.273,91.456,75.92399999999999,225.185,45.995,111.095,42.708,92.439,47.613,257.05,57.388000000000005,77.733,48.946000000000005,135.72799999999998,166.55,134.489,106.49,206.083,106.12200000000001,114.396,85.64200000000001,143.785,70.562,239.673,47.622,244.611,76.88600000000001,209.222,88.617,113.77600000000001,35.016999999999996,233.132,74.03699999999999,245.518,84.329,200.8,136.94799999999998
477.25,1909.0,,127.773,108.735,108.73100000000001,110.943,252.40900000000002,105.0,119.16,109.471,226.672,104.089,150.45,116.427,101.26799999999999,121.05,142.05,118.33,135.423,122.561,101.324,113.81299999999999,206.31599999999997,81.487,137.958,86.177,128.014,82.736,188.856,82.53399999999999,102.148,82.199,206.04,99.584,121.512,94.676,257.663,90.279,193.03599999999997,97.835,124.46,102.395,233.012,135.213,137.879,141.965,95.661,143.826,212.222,151.405,121.35,156.52200000000002,159.873,148.366,221.737,148.121,212.975,125.764,79.34899999999999,130.77200000000002,211.63299999999998,117.365,308.182,124.038,71.676,126.387,205.354,127.01299999999999,198.55,123.90700000000001,243.425,133.618,207.945,135.515,197.51,132.322,251.048,160.47,238.142,35.694,215.722,65.425,103.118,61.441,208.357,71.25399999999999,91.64200000000001,75.827,225.201,45.975,111.074,42.688,92.406,47.54600000000001,257.052,57.361999999999995,77.679,48.931999999999995,135.685,166.53799999999998,134.493,106.596,206.05200000000002,106.13799999999999,114.524,85.575,143.733,70.43,239.658,47.733000000000004,244.50799999999998,76.903,209.261,88.65899999999999,113.809,35.111,233.082,74.04,245.59599999999998,84.33200000000001,200.77200000000002,137.007
477.5,1910.0,,127.699,108.639,108.698,110.866,252.537,104.973,119.199,109.42200000000001,226.78799999999998,104.102,150.429,116.521,101.338,121.12,141.966,118.557,135.661,122.725,101.334,113.853,206.12,81.47399999999999,138.108,86.111,128.005,82.645,188.731,82.609,102.15899999999999,82.209,206.05900000000003,99.545,121.537,94.675,257.64799999999997,90.289,193.002,97.852,124.48700000000001,102.346,233.05200000000002,135.202,137.93,141.888,95.595,143.72,212.22400000000002,151.37,121.352,156.56,159.773,148.344,221.75099999999998,148.17,213.058,125.775,79.362,130.75799999999998,211.65900000000002,117.39200000000001,,,71.738,126.527,205.41099999999997,127.197,198.429,123.99600000000001,243.387,133.70600000000002,207.942,135.566,197.38299999999998,132.486,251.03400000000002,160.52100000000002,238.09400000000002,35.762,215.731,65.429,103.179,61.428000000000004,208.50099999999998,71.165,91.57,75.829,225.172,45.985,111.037,42.667,92.35700000000001,47.574,257.019,57.393,77.821,48.907,135.77200000000002,166.468,134.502,106.624,206.02599999999998,106.15799999999999,114.553,85.67,143.679,70.509,239.733,47.687,244.41,76.918,209.352,88.471,113.81299999999999,35.105,234.613,76.608,245.51,84.376,200.74099999999999,136.972
477.75,1911.0,,127.711,108.66,108.512,110.76299999999999,252.453,105.038,119.133,109.531,226.72,104.086,150.469,116.43299999999999,101.417,121.15700000000001,141.971,118.64399999999999,135.63,122.436,101.323,113.87100000000001,206.08900000000003,81.506,138.028,86.072,127.939,82.527,188.795,82.37700000000001,102.167,82.20299999999999,206.025,99.535,121.44,94.631,257.61,90.21600000000001,192.99099999999999,97.87899999999999,124.634,102.493,232.993,135.164,137.945,141.965,95.601,143.736,212.205,151.336,121.32700000000001,156.524,159.895,148.234,221.774,148.165,213.055,125.70100000000001,79.312,130.81799999999998,211.622,117.266,,,71.751,126.55799999999999,205.391,127.17399999999999,198.225,123.97399999999999,243.455,133.80200000000002,207.96900000000002,135.50799999999998,197.358,132.338,251.04,160.592,238.063,35.621,215.85299999999998,65.28699999999999,102.99799999999999,61.434,208.449,71.2,91.559,75.85,225.192,45.922,111.09100000000001,42.63,92.42200000000001,47.522,257.005,57.361999999999995,77.89399999999999,48.888999999999996,135.83700000000002,166.42700000000002,134.536,106.76100000000001,206.051,106.18700000000001,114.54299999999999,85.56700000000001,143.423,70.373,239.62900000000002,47.799,244.36900000000003,76.917,209.53099999999998,88.175,113.85600000000001,35.139,234.671,76.80199999999999,245.507,84.367,200.834,136.916
478.0,1912.0,,127.663,108.605,108.557,110.823,252.36700000000002,105.09,119.193,109.677,226.65900000000002,104.11200000000001,150.537,116.35600000000001,101.34700000000001,121.096,142.025,118.522,135.678,122.729,101.35700000000001,113.88799999999999,206.00400000000002,81.479,138.072,86.056,127.98200000000001,82.49600000000001,188.90599999999998,82.266,102.171,82.198,206.137,99.46799999999999,121.554,94.62299999999999,257.63599999999997,90.179,192.97799999999998,97.84,124.68299999999999,102.446,232.917,135.106,137.984,141.901,95.542,143.622,212.17700000000002,151.388,121.333,156.536,159.92600000000002,148.203,221.77,148.141,213.13,125.681,79.23899999999999,130.825,211.215,117.38600000000001,,,71.663,126.588,205.30200000000002,127.072,198.28799999999998,123.94,243.562,133.876,207.986,135.46,197.31,132.18200000000002,251.1,160.602,238.003,35.86,215.90400000000002,64.743,103.027,61.36,208.386,71.124,91.665,75.825,225.196,45.836999999999996,111.059,42.67100000000001,92.34700000000001,47.703,257.01099999999997,57.313,77.765,48.896,135.832,166.39700000000002,134.48,106.77600000000001,206.00400000000002,106.15299999999999,114.572,85.68,143.411,70.456,239.593,47.925,244.488,76.83,209.523,88.164,113.931,35.201,234.62599999999998,76.786,245.49400000000003,84.406,200.81599999999997,137.017
478.25,1913.0,,127.735,108.546,108.50299999999999,110.67,252.40400000000002,105.02,119.24600000000001,109.704,226.817,104.206,150.498,116.29,101.374,121.08,142.07299999999998,118.348,135.453,122.719,101.361,113.90299999999999,205.955,81.46300000000001,138.069,86.035,128.016,82.55799999999999,188.875,82.257,102.156,82.251,206.123,99.475,122.0,95.0,257.715,90.23899999999999,192.982,97.755,124.648,102.454,232.74599999999998,135.05200000000002,137.87,141.964,95.527,143.548,212.18099999999998,151.382,121.318,156.465,159.849,148.232,221.68900000000002,148.179,213.162,125.61399999999999,79.236,130.885,211.576,117.241,,,71.671,126.654,205.113,127.15100000000001,198.275,123.84899999999999,243.454,133.716,208.007,135.41299999999998,197.34099999999998,132.27100000000002,251.199,160.623,237.99,35.832,216.018,64.778,103.209,61.32,208.38099999999997,71.11,91.713,75.767,225.167,45.821999999999996,111.066,42.674,92.421,47.699,256.952,57.261,77.646,48.898999999999994,135.825,166.39,134.45600000000002,106.804,205.888,106.147,114.48100000000001,85.499,143.411,70.339,239.575,48.075,244.37400000000002,76.863,209.57,88.02,113.91,35.26,234.528,76.714,245.495,84.413,200.827,136.929
478.5,1914.0,,127.678,108.492,108.42299999999999,110.637,252.46200000000002,104.99,119.17,109.67299999999999,226.78799999999998,104.145,150.506,116.572,101.428,121.07799999999999,142.07399999999998,118.421,135.5,122.664,101.35799999999999,113.866,205.86900000000003,81.486,138.042,86.061,128.02100000000002,82.57600000000001,188.993,82.35799999999999,102.115,82.301,206.102,99.43700000000001,121.505,94.507,257.671,90.236,192.946,97.712,124.635,102.426,232.753,134.999,137.77,141.92700000000002,95.59299999999999,143.609,212.274,151.414,121.34700000000001,156.315,159.80700000000002,148.306,221.665,148.219,213.269,125.741,79.203,130.884,211.357,117.458,,,71.689,126.726,205.122,127.012,198.362,123.83,243.435,133.719,207.99,135.422,197.468,132.204,251.175,160.613,237.96900000000002,35.868,216.02,64.895,103.195,61.333999999999996,208.425,71.163,91.744,75.77199999999999,225.21,45.896,111.09,42.778,92.571,47.88,256.943,57.312,77.5,48.881,135.744,166.50400000000002,134.455,106.8,205.84099999999998,106.12299999999999,114.37299999999999,85.375,143.491,70.46600000000001,239.653,48.037,244.49900000000002,76.87,209.485,88.381,113.85600000000001,35.208,234.795,76.816,245.476,84.385,200.824,137.012
478.75,1915.0,,127.641,108.505,108.462,110.649,252.27200000000002,105.04799999999999,119.18,109.65,226.675,104.15299999999999,150.501,116.521,101.45100000000001,121.045,141.999,118.656,135.595,122.171,101.36399999999999,113.845,206.08,81.529,138.05200000000002,86.126,128.003,82.55,188.93400000000003,82.26899999999999,102.265,82.305,206.104,99.443,121.529,94.574,257.678,90.31700000000001,192.93400000000003,97.723,124.645,102.44,232.912,134.964,137.762,141.914,95.68,143.68200000000002,212.266,151.406,121.287,156.384,160.07299999999998,148.26,221.585,148.22899999999998,213.24400000000003,125.766,79.249,130.907,211.613,117.226,,,71.584,126.669,204.951,126.929,198.312,123.814,243.356,133.79,207.96,135.347,197.47400000000002,132.224,251.143,160.589,237.99099999999999,36.04,216.017,64.933,103.37899999999999,61.291000000000004,208.31099999999998,71.194,91.81299999999999,75.751,225.252,45.833,111.046,42.832,92.68299999999999,47.975,256.931,57.248000000000005,77.648,48.926,135.776,166.46,134.415,106.74799999999999,205.842,106.055,114.428,85.45,143.482,70.48,239.632,48.031000000000006,244.463,76.895,209.35,88.52,113.95299999999999,35.264,234.97799999999998,77.066,245.40400000000002,84.40100000000001,200.805,137.066
479.0,1916.0,,127.65899999999999,108.39,108.48100000000001,110.654,252.419,105.08,119.259,109.601,226.707,104.175,150.469,116.45200000000001,101.46,121.016,142.03,118.45299999999999,135.609,122.111,101.334,113.87700000000001,206.06799999999998,81.513,137.995,86.09100000000001,127.99,82.354,188.94400000000002,82.152,102.31200000000001,82.27,206.08,99.443,121.59299999999999,94.64200000000001,257.753,90.37,192.938,97.76799999999999,124.699,102.473,232.918,134.94799999999998,137.904,141.873,95.611,143.535,212.293,151.361,121.274,156.328,160.002,148.221,221.55700000000002,148.232,213.294,125.779,79.259,130.863,211.632,117.219,,,71.462,126.515,204.96900000000002,127.02,198.247,123.656,243.342,133.816,207.96900000000002,135.41,197.47299999999998,132.203,251.144,160.576,237.942,36.099000000000004,215.97,65.025,103.20299999999999,61.358000000000004,208.435,71.14699999999999,91.838,75.741,225.265,45.876000000000005,110.955,42.826,92.825,47.966,256.98900000000003,57.228,77.46600000000001,48.81399999999999,135.715,166.47,134.46200000000002,106.83,205.827,106.152,114.448,85.495,143.627,70.615,239.658,47.96,244.364,76.872,209.49,88.493,113.925,35.254,234.78,76.941,245.475,84.43,200.858,137.061
479.25,1917.0,,127.719,108.46600000000001,108.59700000000001,110.594,252.361,105.074,119.259,109.68,226.838,104.265,150.454,116.463,101.40100000000001,121.01799999999999,142.02700000000002,118.404,135.519,121.81,101.384,113.89399999999999,206.06900000000002,81.585,137.938,86.06200000000001,128.05,82.303,188.89700000000002,82.046,102.33,82.29700000000001,206.08700000000002,99.38799999999999,121.647,94.564,257.744,90.353,192.954,97.796,124.633,102.43700000000001,232.93099999999998,134.91899999999998,138.04399999999998,141.761,95.573,143.486,212.37900000000002,151.398,121.23899999999999,156.291,160.102,148.306,221.61900000000003,148.215,213.34799999999998,125.772,79.403,130.83100000000002,211.62,117.198,,,71.472,126.55799999999999,204.87599999999998,126.95100000000001,198.31099999999998,123.69200000000001,243.373,133.876,207.96900000000002,135.438,197.47400000000002,132.19899999999998,251.18,160.56,237.92,36.167,216.09099999999998,64.956,103.375,61.23,208.3,71.223,91.82,75.693,225.26,45.769,110.926,42.846000000000004,92.804,48.007,256.92,57.246,77.59100000000001,48.88,135.719,166.487,134.35399999999998,106.76,205.813,106.113,114.383,85.649,143.653,70.456,239.59400000000002,48.068000000000005,244.28599999999997,76.903,209.838,88.16799999999999,113.91,35.256,234.75099999999998,76.891,245.47299999999998,84.45299999999999,200.886,137.056
479.5,1918.0,,127.75,108.443,108.583,110.681,252.612,104.999,119.257,109.66799999999999,226.83,104.325,150.453,116.324,101.365,121.001,142.093,118.30799999999999,135.42,122.574,101.384,113.921,206.06900000000002,81.57,137.901,86.03399999999999,128.061,82.241,188.89,82.102,102.186,82.322,206.062,99.389,121.762,94.646,257.767,90.322,192.982,97.756,124.67399999999999,102.473,233.02900000000002,134.94799999999998,138.037,141.79399999999998,95.745,143.317,212.364,151.491,121.197,156.341,160.162,148.312,221.638,148.263,213.372,125.869,79.39399999999999,130.915,212.032,117.152,,,71.38600000000001,126.42200000000001,205.261,127.245,198.252,123.52,243.359,133.79,207.926,135.487,197.342,132.257,251.063,160.509,237.90599999999998,36.175,216.15599999999998,64.986,,,208.253,71.133,91.85,75.67399999999999,225.275,45.726000000000006,110.934,42.826,92.59100000000001,47.886,256.98,57.246,77.46600000000001,48.806999999999995,135.765,166.40099999999998,134.357,106.805,205.74900000000002,106.14299999999999,114.54799999999999,85.71799999999999,143.704,70.543,239.702,48.095,244.144,76.917,209.77200000000002,88.363,114.02600000000001,35.383,234.872,76.89699999999999,245.45,84.48100000000001,200.949,137.04
479.75,1919.0,,127.81200000000001,108.507,108.78399999999999,110.715,252.40900000000002,105.005,119.27600000000001,109.90799999999999,226.895,104.301,150.425,116.405,101.39299999999999,121.035,142.065,118.404,135.678,122.73899999999999,101.414,113.91799999999999,205.921,81.587,137.934,86.044,128.07,82.249,188.89700000000002,82.105,102.29,82.365,206.049,99.414,121.669,94.583,257.797,90.374,193.017,97.766,124.649,102.479,233.012,134.986,138.091,141.816,95.79,143.335,212.34400000000002,151.44799999999998,121.213,156.357,160.166,148.372,221.52900000000002,148.303,213.546,126.027,79.462,130.893,211.574,117.285,309.107,129.975,71.35300000000001,126.397,205.305,127.287,198.24,123.53299999999999,243.503,133.85,207.88400000000001,135.457,197.421,132.18200000000002,251.06900000000002,160.5,237.93200000000002,36.137,216.065,65.00399999999999,,,208.269,71.278,91.939,75.67399999999999,225.227,45.681999999999995,110.955,42.817,92.7,47.857,256.92900000000003,57.276,77.681,48.885,135.754,166.417,134.292,106.814,205.636,106.26899999999999,114.67,85.594,143.746,70.62,239.676,47.998999999999995,243.907,76.95100000000001,209.796,88.236,113.95100000000001,35.361999999999995,235.00599999999997,76.914,245.429,84.48899999999999,200.94099999999997,136.993
480.0,1920.0,,127.84899999999999,108.48200000000001,109.068,110.789,252.399,104.97,119.228,109.96799999999999,226.81099999999998,104.221,150.45,116.225,101.43700000000001,121.102,142.03799999999998,118.512,135.765,123.046,101.475,113.899,206.095,81.54899999999999,137.894,85.99,128.063,82.162,188.979,82.156,102.32600000000001,82.375,206.042,99.444,121.613,94.59,257.862,90.34,192.97299999999998,97.757,124.664,102.54,233.081,135.003,138.128,141.798,95.738,143.33100000000002,212.363,151.489,121.26799999999999,156.467,160.37,148.303,221.50799999999998,148.28,213.59099999999998,126.12700000000001,79.539,130.809,212.0,117.0,309.13,130.101,71.389,126.465,205.747,127.426,198.074,123.38799999999999,243.52900000000002,133.833,207.872,135.44,197.614,132.039,250.995,160.526,237.924,36.071,216.047,65.003,103.611,61.128,208.34099999999998,71.286,91.895,75.678,225.196,45.678000000000004,110.95,42.783,92.855,47.848,256.918,57.283,77.833,48.913000000000004,135.80700000000002,166.34900000000002,134.28799999999998,106.876,205.56,106.292,114.601,85.559,143.858,70.735,239.695,47.992,244.206,76.883,209.42700000000002,88.881,114.07600000000001,35.382,235.023,76.917,245.382,84.505,200.976,136.982
480.25,1921.0,,127.956,108.508,108.976,110.671,252.332,104.902,119.179,109.834,226.984,104.301,150.435,116.068,101.566,121.21700000000001,142.018,118.57799999999999,135.627,123.1,101.45700000000001,113.89299999999999,205.925,81.643,137.863,85.98200000000001,128.064,82.20700000000001,188.917,82.197,102.361,82.383,205.98,99.51899999999999,121.545,94.57,257.847,90.302,192.972,97.75,124.542,102.447,233.11900000000003,135.00799999999998,138.112,141.86,95.766,143.077,212.38299999999998,151.453,121.36200000000001,156.469,160.44,148.35399999999998,221.486,148.226,213.636,126.068,79.501,130.852,210.024,117.92299999999999,308.99,130.067,71.43,126.446,205.976,127.484,198.21200000000002,123.425,243.533,133.804,207.859,135.46,197.878,132.064,251.00400000000002,160.543,237.954,36.129,216.09900000000002,65.111,103.384,61.192,208.2,71.527,91.833,75.687,225.141,45.727,110.992,42.787,92.87,47.93899999999999,256.99,57.242,77.668,48.92,135.766,166.31900000000002,134.295,106.93700000000001,205.627,106.31200000000001,114.568,85.77600000000001,143.787,70.656,239.71599999999998,48.036,244.19099999999997,76.923,209.627,88.179,114.186,35.514,235.165,77.247,245.49200000000002,84.459,201.065,136.99
480.5,1922.0,,127.882,108.454,109.014,110.766,252.329,104.809,119.333,109.86399999999999,226.762,104.27,150.372,116.007,101.561,121.196,142.031,118.476,135.57399999999998,123.066,101.43700000000001,113.90299999999999,205.87599999999998,81.734,137.91299999999998,86.00200000000001,128.043,82.15799999999999,188.834,82.22,102.429,82.383,205.959,99.529,121.6,94.601,257.935,90.36,192.94099999999997,97.69,124.458,102.42,233.173,135.037,138.15200000000002,141.88299999999998,95.73899999999999,143.34799999999998,212.40599999999998,151.457,121.351,156.58,160.33700000000002,148.263,221.43599999999998,148.27,213.576,126.038,79.426,130.803,210.04,117.887,308.95799999999997,130.116,71.531,126.541,205.94,127.31200000000001,198.36900000000003,123.46,243.643,133.792,207.872,135.442,197.706,132.07399999999998,250.90599999999998,160.554,237.94799999999998,36.177,216.135,65.044,103.215,61.226000000000006,208.21099999999998,71.531,91.756,75.712,225.105,45.784,110.96600000000001,42.802,92.749,47.92,256.961,57.352,77.456,48.817,135.711,166.327,134.347,106.98200000000001,205.65,106.321,114.54899999999999,85.74600000000001,143.791,70.6,239.797,48.073,244.1,76.911,209.485,88.51299999999999,114.20299999999999,35.458,235.084,77.11399999999999,245.53599999999997,84.40100000000001,201.071,137.043
480.75,1923.0,,127.919,108.5,108.898,110.671,252.342,104.829,119.329,109.86,226.725,104.28299999999999,150.341,115.995,101.431,120.99799999999999,141.976,118.662,135.69,122.84899999999999,101.42299999999999,113.854,205.58,81.705,137.873,85.92200000000001,128.127,82.137,188.733,82.29,102.491,82.369,205.975,99.515,121.49,94.574,257.952,90.36200000000001,192.952,97.67200000000001,124.46600000000001,102.446,233.178,135.079,138.058,141.904,95.72200000000001,143.38,212.295,151.407,121.281,156.579,160.342,148.266,221.495,148.211,213.604,126.068,79.442,130.767,209.942,118.20299999999999,309.001,130.0,71.40100000000001,126.28399999999999,206.082,127.34700000000001,198.497,123.48899999999999,243.55599999999998,133.755,207.891,135.42600000000002,197.81099999999998,131.954,250.912,160.578,238.016,36.175,216.06599999999997,65.187,103.24799999999999,61.12,208.331,71.528,91.78299999999999,75.704,225.082,45.812,110.946,42.826,93.23700000000001,47.961999999999996,256.923,57.33,77.55199999999999,48.93899999999999,135.79399999999998,166.248,134.326,106.834,205.66299999999998,106.307,114.595,85.794,143.84,70.589,239.766,47.946999999999996,243.96900000000002,76.889,209.67,88.053,114.25200000000001,35.412,235.055,77.023,245.55200000000002,84.395,201.05900000000003,137.058
481.0,1924.0,,127.844,108.524,108.786,110.62,252.303,104.845,119.241,109.838,226.761,104.33,150.395,116.152,101.572,121.13,141.976,118.727,135.501,122.6,101.45700000000001,113.87100000000001,205.545,81.665,137.865,85.896,128.121,82.164,188.743,82.23700000000001,102.522,82.322,205.955,99.546,121.48100000000001,94.59299999999999,257.926,90.294,192.899,97.60700000000001,124.647,102.54700000000001,233.21400000000003,135.086,138.01,141.863,95.85700000000001,143.054,212.30599999999998,151.454,121.336,156.589,160.393,148.209,221.378,148.22799999999998,213.63299999999998,126.115,79.40899999999999,130.809,210.261,117.62200000000001,308.988,129.93200000000002,71.559,126.56299999999999,206.502,127.679,198.80599999999998,123.57799999999999,243.533,133.761,207.89,135.5,197.87599999999998,131.904,250.956,160.625,238.05,36.161,216.175,65.153,103.15100000000001,61.07,208.41099999999997,71.53,91.807,75.697,225.132,45.876000000000005,110.895,42.876000000000005,93.33,47.943999999999996,256.991,57.285,77.72399999999999,48.926,135.762,166.235,134.39,106.929,205.78799999999998,106.26899999999999,114.573,85.766,143.80100000000002,70.609,239.761,47.989,243.773,76.87100000000001,209.666,88.12899999999999,114.134,35.429,235.146,77.01100000000001,245.495,84.45100000000001,201.08900000000003,137.091
481.25,1925.0,,127.76,108.506,108.689,110.61399999999999,252.274,104.852,119.181,109.89299999999999,226.73,104.257,150.393,116.186,101.57600000000001,121.13799999999999,141.888,118.926,135.605,121.586,101.465,113.9,205.43,81.571,137.761,85.77799999999999,128.07,82.147,188.794,82.214,102.51,82.344,205.855,99.572,121.554,94.637,257.92,90.242,192.926,97.694,124.59200000000001,102.52799999999999,233.058,135.089,138.092,141.893,95.85700000000001,143.346,212.364,151.39700000000002,121.37,156.687,160.567,148.279,221.37599999999998,148.196,213.614,126.148,79.317,130.767,210.345,117.48200000000001,308.86400000000003,129.957,71.611,126.68700000000001,206.514,127.64,198.31900000000002,123.258,243.49099999999999,133.71200000000002,207.832,135.555,198.05200000000002,131.846,250.91099999999997,160.595,238.127,36.094,216.263,65.064,103.13600000000001,61.144,208.46599999999998,71.555,91.78399999999999,75.681,225.153,45.833999999999996,110.84200000000001,42.916000000000004,93.455,47.983000000000004,257.112,57.135,77.75399999999999,48.983000000000004,135.755,166.22299999999998,134.35399999999998,106.87799999999999,205.787,106.244,114.664,85.863,143.78,70.692,239.77200000000002,47.998000000000005,243.815,76.88600000000001,209.61599999999999,88.169,114.135,35.371,235.233,76.65,245.479,84.355,201.1,137.09
481.5,1926.0,,127.735,108.436,108.473,110.573,252.435,104.77799999999999,119.12100000000001,109.815,226.75099999999998,104.344,150.466,116.34700000000001,101.609,121.219,141.909,118.82,135.523,122.57600000000001,101.446,113.926,205.245,81.682,137.849,85.794,128.042,82.09200000000001,188.68099999999998,82.23200000000001,102.512,82.385,205.92,99.54700000000001,121.55799999999999,94.677,257.926,90.25299999999999,192.896,97.74799999999999,124.60700000000001,102.478,233.005,135.05200000000002,138.111,141.87,95.855,143.269,212.34,151.39,121.389,156.705,160.596,148.286,221.37,148.231,213.579,126.14399999999999,79.26,130.711,210.317,117.492,309.015,129.846,71.65,126.65799999999999,206.467,127.501,198.606,123.566,243.49099999999999,133.684,207.79,135.536,198.035,131.875,250.859,160.593,238.17,36.217,216.297,65.135,103.195,61.028999999999996,208.428,71.447,91.774,75.69,225.11900000000003,45.748000000000005,110.89399999999999,42.878,93.68700000000001,48.059,257.159,57.07,77.779,48.986999999999995,135.762,166.298,134.422,106.889,205.738,106.212,114.64299999999999,85.78200000000001,143.709,70.59,239.7,47.896,243.826,76.925,209.644,88.103,114.383,35.518,235.46099999999998,76.622,245.548,84.40100000000001,201.014,137.18
481.75,1927.0,,127.728,108.419,108.60600000000001,110.561,252.49099999999999,104.787,119.154,109.75399999999999,226.76,104.339,150.497,116.48,101.486,121.035,141.868,118.82,135.593,121.896,101.449,113.90100000000001,205.11,81.814,137.888,85.811,127.978,82.086,188.662,82.311,102.43,82.43700000000001,205.928,99.596,121.583,94.70100000000001,257.905,90.20200000000001,192.89700000000002,97.76700000000001,124.63600000000001,102.54299999999999,232.979,135.002,138.108,141.868,95.881,143.21,212.275,151.388,121.429,156.765,160.658,148.286,221.351,148.236,213.562,126.094,79.259,130.597,210.231,117.445,308.933,129.849,71.686,126.713,206.593,127.596,198.843,123.712,243.53,133.628,207.80900000000003,135.58,197.785,131.95600000000002,250.96,160.661,238.206,36.150999999999996,216.38,65.072,103.098,61.097,208.386,71.547,91.835,75.7,225.054,45.733999999999995,110.89399999999999,42.888000000000005,93.38799999999999,48.148,257.14599999999996,57.093,77.649,48.935,135.735,166.233,134.45,106.89200000000001,205.737,106.13,114.69200000000001,85.898,143.72799999999998,70.579,239.71900000000002,47.886,243.87400000000002,76.90100000000001,209.74400000000003,88.12200000000001,114.238,35.428000000000004,235.52599999999998,76.449,245.544,84.429,200.96900000000002,137.14600000000002
482.0,1928.0,,127.74700000000001,108.484,108.64299999999999,110.53,252.497,104.588,119.046,109.77799999999999,226.722,104.395,150.511,116.28200000000001,101.491,121.11,141.861,118.89299999999999,135.679,122.079,101.486,113.896,204.953,81.875,137.792,85.87899999999999,127.988,82.09899999999999,188.72400000000002,82.344,102.416,82.47399999999999,205.96099999999998,99.64399999999999,121.615,94.728,257.888,90.23200000000001,192.882,97.772,124.62100000000001,102.602,232.95,134.98,138.19799999999998,141.846,95.958,142.915,212.30599999999998,151.43,121.376,156.708,160.519,148.18200000000002,221.332,148.235,213.547,126.11,79.34,130.519,210.082,117.584,308.88599999999997,129.834,71.65899999999999,126.695,206.43,127.46799999999999,198.768,123.787,243.498,133.709,207.80599999999998,135.523,197.783,132.024,250.928,160.619,238.15200000000002,36.048,216.416,65.124,103.236,61.042,208.375,71.53699999999999,91.76899999999999,75.73899999999999,225.015,45.782,110.82700000000001,42.881,94.2,48.208999999999996,257.151,56.992,77.46300000000001,48.911,135.664,166.358,134.452,106.92200000000001,205.761,106.12799999999999,114.69200000000001,85.791,143.683,70.66,239.606,47.964,243.87,76.904,209.50099999999998,88.508,114.28399999999999,35.485,235.50599999999997,76.518,245.644,84.471,201.032,137.145
482.25,1929.0,,127.759,108.459,109.008,110.686,252.60299999999998,104.561,119.14200000000001,109.823,226.84400000000002,104.419,150.632,116.26799999999999,101.419,121.11200000000001,141.933,119.008,135.613,122.58,101.48100000000001,113.932,204.919,81.98,137.808,85.91,127.986,82.11200000000001,188.683,82.47200000000001,102.61,82.39299999999999,205.979,99.655,121.56700000000001,94.652,257.944,90.318,192.84400000000002,97.76299999999999,124.58200000000001,102.586,232.983,134.974,138.156,141.91899999999998,95.84200000000001,143.10399999999998,212.32,151.43,121.37899999999999,156.688,160.279,148.16,221.447,148.225,213.442,126.052,79.345,130.44,209.882,117.64299999999999,309.027,129.918,71.699,126.73700000000001,206.433,127.473,198.607,123.728,243.497,133.656,207.79,135.487,197.822,132.043,250.956,160.644,238.118,36.071999999999996,216.407,65.007,103.316,60.967,208.437,71.38600000000001,91.815,75.71600000000001,225.007,45.733999999999995,110.79799999999999,42.918,93.37200000000001,48.18600000000001,257.181,56.973,77.413,48.864,135.72,166.389,134.502,106.927,205.85,106.029,114.665,85.805,143.69899999999998,70.627,239.571,47.995,243.979,76.807,209.403,88.61200000000001,114.195,35.49,235.54,76.263,245.62,84.51,201.021,137.116
